Geo Point;Geo Shape;OBJECTID;IDREFLIGA;IDREFLIGC;INDICE_LIG;RES_COM;RESEAU;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;IDF;EXTCODE
48.3941432479, 2.81601687426;"{""type"": ""LineString"", ""coordinates"": [[2.842037388815223, 48.38677098743939, 0.0], [2.841698881704751, 48.386999855953114, 0.0], [2.839878665702851, 48.388226761946115, 0.0], [2.838143556900413, 48.38939972730359, 0.0], [2.837544526780852, 48.3897806892631, 0.0], [2.837134553605594, 48.390044821344645, 0.0], [2.836607065462349, 48.39034694415141, 0.0], [2.836119512082447, 48.390623907423375, 0.0], [2.835668945823051, 48.39084895411695, 0.0], [2.83408240518332, 48.39162148003852, 0.0], [2.831103505507769, 48.39303713316291, 0.0], [2.830528054791314, 48.39329765203071, 0.0], [2.83014956152507, 48.39346073478158, 0.0], [2.829881566168277, 48.393570672299724, 0.0], [2.829475620129279, 48.393706276319996, 0.0], [2.829154593818274, 48.393803848238434, 0.0], [2.828783556965095, 48.39390201192865, 0.0], [2.828467665926816, 48.39396967455417, 0.0], [2.82819794773668, 48.39402411696262, 0.0], [2.827832568496383, 48.39408122055157, 0.0], [2.827554901269172, 48.394120146885705, 0.0], [2.827264014486758, 48.39414773189826, 0.0], [2.826947988577312, 48.39416337781052, 0.0], [2.826575607155586, 48.39417034414367, 0.0], [2.826206466922244, 48.39417185217857, 0.0], [2.825833254602233, 48.394168191691634, 0.0], [2.825493437900992, 48.394164144647036, 0.0], [2.823783457785881, 48.39415226351903, 0.0], [2.822075734626787, 48.39415188405467, 0.0], [2.821592307910325, 48.39414946085202, 0.0], [2.821004911651968, 48.39414748154223, 0.0], [2.820705133902505, 48.39414606685596, 0.0], [2.820512033981404, 48.39414509454646, 0.0], [2.820186600917884, 48.394143788154, 0.0], [2.818838946406499, 48.39413695136086, 0.0], [2.818134064314846, 48.39413365817376, 0.0], [2.817606926935894, 48.3941249601547, 0.0], [2.817134530248559, 48.394100139419905, 0.0], [2.81668732339413, 48.39406819439624, 0.0], [2.816189815861812, 48.394009725785196, 0.0], [2.815771432355487, 48.39394251182733, 0.0], [2.815344499143934, 48.39386402912943, 0.0], [2.814991137657181, 48.39377915781205, 0.0], [2.814626141900765, 48.39368131112806, 0.0], [2.814188401472606, 48.39355691528615, 0.0], [2.813810556940763, 48.393435269505986, 0.0], [2.81333235213053, 48.39327092283402, 0.0], [2.812866592582483, 48.39310485479284, 0.0], [2.810843540665898, 48.39238392395131, 0.0], [2.808921195536454, 48.39168293027749, 0.0], [2.808442865797487, 48.39153324602262, 0.0], [2.807978570626317, 48.39140221830429, 0.0], [2.807614516569224, 48.39131201022576, 0.0], [2.807227671772651, 48.391238981846094, 0.0], [2.806732858670969, 48.391170897165715, 0.0], [2.806365347543632, 48.39113681719301, 0.0], [2.805944332402294, 48.39111327451771, 0.0], [2.805494019388149, 48.39109600426463, 0.0], [2.805111107451884, 48.391102760838336, 0.0], [2.804690703437515, 48.391129483769184, 0.0], [2.804291947776909, 48.39117931388007, 0.0], [2.803946614445723, 48.39123369876228, 0.0], [2.80366598979983, 48.39128718308189, 0.0], [2.803361137018171, 48.391350897184736, 0.0], [2.803099018722284, 48.391415250073045, 0.0], [2.802767779300291, 48.391513735138396, 0.0], [2.802447273412157, 48.39161698111626, 0.0], [2.802160754888316, 48.3917212653797, 0.0], [2.80189543125758, 48.391833807340085, 0.0], [2.80161448719968, 48.39195945593684, 0.0], [2.801339809708058, 48.39209977357042, 0.0], [2.801083953852368, 48.39224715035056, 0.0], [2.800780296939549, 48.39244111928857, 0.0], [2.800553958666709, 48.392593726580365, 0.0], [2.800295944181789, 48.39279821346106, 0.0], [2.800104647443416, 48.39297387530976, 0.0], [2.799905606796075, 48.39318168871287, 0.0], [2.799719898161118, 48.39338230983161, 0.0], [2.799531687052304, 48.39360256885954, 0.0], [2.799354223955843, 48.39387084124223, 0.0], [2.799233652168398, 48.39407439127353, 0.0], [2.799058488530579, 48.39445103470504, 0.0], [2.798960953198262, 48.39472267337228, 0.0], [2.798878916885008, 48.39500891820664, 0.0], [2.798842060542242, 48.39525906216381, 0.0], [2.79881830701568, 48.39552745645012, 0.0], [2.798819688616015, 48.39576273790373, 0.0], [2.7988629031904, 48.39610306069818, 0.0], [2.798896612390761, 48.39627185304748, 0.0], [2.798955570222556, 48.39646671462843, 0.0], [2.79905535965127, 48.396720382766084, 0.0], [2.799164181649549, 48.39701357850241, 0.0], [2.799300111446354, 48.397343466945806, 0.0], [2.799693675869852, 48.39824578350198, 0.0], [2.800055071403618, 48.39911101458101, 0.0], [2.800343730305794, 48.399787607719276, 0.0], [2.800588390616098, 48.40035353915334, 0.0], [2.800757533644887, 48.40074478578029, 0.0], [2.800895851718446, 48.4010985264152, 0.0], [2.801012627868062, 48.40139531976349, 0.0], [2.801069428520899, 48.4016139890723, 0.0], [2.801119812843373, 48.40195100447751, 0.0], [2.801144531048189, 48.40228722641916, 0.0], [2.801125588776809, 48.40259362862679, 0.0], [2.801084528943882, 48.40288344168194, 0.0], [2.801028098486295, 48.40313210892875, 0.0], [2.800936066678826, 48.40340316470453, 0.0], [2.800810398204481, 48.4036600247816, 0.0], [2.799779951109957, 48.405739683526534, 0.0], [2.799282511992191, 48.40672011416103, 0.0], [2.79923356025455, 48.406805624897885, 0.0]]}";96.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
48.3789337961, 2.86908099554;"{""type"": ""LineString"", ""coordinates"": [[2.89720177783042, 48.378795760781145, 0.0], [2.896808464150924, 48.37872317951363, 0.0], [2.895639687658116, 48.37850054973934, 0.0], [2.894571115865848, 48.37830529105546, 0.0], [2.893578169186761, 48.37811234791602, 0.0], [2.892981467176332, 48.37798489145734, 0.0], [2.89244256301096, 48.377863485287264, 0.0], [2.8919041416398, 48.37772850096775, 0.0], [2.891068893646203, 48.37751227981643, 0.0], [2.890001920226928, 48.377213555220024, 0.0], [2.888797735035791, 48.37683365742108, 0.0], [2.888329206536057, 48.37669835702407, 0.0], [2.887818580375002, 48.37654715989875, 0.0], [2.887383867015373, 48.376442598239244, 0.0], [2.886997652809127, 48.376351071676034, 0.0], [2.886589345654188, 48.37628636100634, 0.0], [2.886188371497628, 48.376238289216815, 0.0], [2.885859085772801, 48.37620654141172, 0.0], [2.885538922258274, 48.376186766320494, 0.0], [2.884786031423821, 48.3761682673058, 0.0], [2.883226695837259, 48.37618717385729, 0.0], [2.881731571873894, 48.37623036041627, 0.0], [2.880367253481564, 48.37626210744904, 0.0], [2.878842429865258, 48.37630539852298, 0.0], [2.877583363129011, 48.37633456160693, 0.0], [2.876421665460311, 48.37636393163492, 0.0], [2.87528851703477, 48.37638839098344, 0.0], [2.874037357953064, 48.37641101734882, 0.0], [2.873215386859092, 48.37643972326668, 0.0], [2.872779305231565, 48.376454806032044, 0.0], [2.872375676808823, 48.376495123927846, 0.0], [2.871979860689369, 48.376548518511726, 0.0], [2.870719442483533, 48.376755448397276, 0.0], [2.869366534734984, 48.37696191568133, 0.0], [2.868488425371061, 48.37709943923884, 0.0], [2.867778046882965, 48.37720758549761, 0.0], [2.867163495805184, 48.37729601772687, 0.0], [2.866602919070646, 48.3773867738123, 0.0], [2.866077453908983, 48.37747916114854, 0.0], [2.865591073074123, 48.37756596749361, 0.0], [2.865123551383109, 48.37764908572968, 0.0], [2.864608193861114, 48.3777554491332, 0.0], [2.864099952770061, 48.37786698889568, 0.0], [2.863284224689854, 48.37806468067677, 0.0], [2.863001247975378, 48.37813199348046, 0.0], [2.862792612933853, 48.37818871881505, 0.0], [2.862094024119183, 48.37837901300959, 0.0], [2.861787142284975, 48.37846719278623, 0.0], [2.861431959308621, 48.37857722604059, 0.0], [2.860889853245013, 48.3787586928607, 0.0], [2.857547790288095, 48.379889638425695, 0.0], [2.854287494424182, 48.38100031892755, 0.0], [2.849483847615191, 48.38261336466326, 0.0], [2.848885050020713, 48.38282979143653, 0.0], [2.84818378651001, 48.38311708626159, 0.0], [2.84750735106731, 48.3834107452318, 0.0], [2.847101493865976, 48.3836049226816, 0.0], [2.846633021671185, 48.38384192856431, 0.0], [2.846169642172232, 48.384092001528636, 0.0], [2.845723941072985, 48.384350322262804, 0.0], [2.844873247542179, 48.38486672485294, 0.0], [2.843765717606249, 48.38561987909138, 0.0], [2.843153460059032, 48.38602537529961, 0.0], [2.842636480875915, 48.38636592596165, 0.0], [2.842037388815223, 48.38677098743939, 0.0]]}";97.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
48.9258307173, 2.39725294191;"{""type"": ""LineString"", ""coordinates"": [[2.40207341299691, 48.9243751434303, 0.0], [2.401570685541663, 48.92450288620431, 0.0], [2.400916816278584, 48.9246932821194, 0.0], [2.400361380572825, 48.92486044558554, 0.0], [2.399797604914131, 48.92502210600029, 0.0], [2.399345389845236, 48.92514373083921, 0.0], [2.398607073262765, 48.92531330476496, 0.0], [2.39750310470379, 48.925566496678854, 0.0], [2.397418523428818, 48.92558870921517, 0.0], [2.397302625933477, 48.9256258524819, 0.0], [2.397192003551715, 48.9256694242221, 0.0], [2.397087474758746, 48.92571910032692, 0.0], [2.396989813495747, 48.925774514198565, 0.0], [2.396905564541592, 48.92583099910123, 0.0], [2.39663502315939, 48.926044342734194, 0.0], [2.396579689030133, 48.92607887203027, 0.0], [2.396478765647579, 48.92613397767619, 0.0], [2.396371197015402, 48.92618332577922, 0.0], [2.396257737798189, 48.92622656850195, 0.0], [2.396171494031204, 48.92625336535022, 0.0], [2.396037721822755, 48.92628811872454, 0.0], [2.395675305833947, 48.9263692807288, 0.0], [2.395531301325174, 48.9264034558489, 0.0], [2.395411621826812, 48.92643893879116, 0.0], [2.39412579639638, 48.92689812463391, 0.0], [2.393783955016823, 48.927007530901804, 0.0], [2.393130038293068, 48.927211788764644, 0.0], [2.392471119316831, 48.92740289165737, 0.0]]}";103.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.9217366591, 2.40860479253;"{""type"": ""LineString"", ""coordinates"": [[2.410598615094689, 48.920785969955396, 0.0], [2.409991799676058, 48.921091218861285, 0.0], [2.40902538594671, 48.921522870475776, 0.0], [2.408374933942032, 48.921837923853985, 0.0], [2.407057468263527, 48.922474234749, 0.0], [2.406622752354694, 48.922711188353, 0.0]]}";112.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.9310416374, 2.3815367814;"{""type"": ""LineString"", ""coordinates"": [[2.384758860075984, 48.92997102620736, 0.0], [2.38383766125277, 48.93027730936517, 0.0], [2.383116452943295, 48.930547483450724, 0.0], [2.382564897886791, 48.93076448467827, 0.0], [2.382329341904292, 48.9308688633741, 0.0], [2.382069177312361, 48.930989471854886, 0.0], [2.381791427691322, 48.931110087074046, 0.0], [2.381541793254514, 48.93120751742773, 0.0], [2.3812991804603, 48.93129103916032, 0.0], [2.381028418432276, 48.93136530253802, 0.0], [2.380750609331112, 48.93142334531786, 0.0], [2.380226617642941, 48.93151160759265, 0.0], [2.379920203248906, 48.93155770456186, 0.0], [2.379629148938331, 48.931602759749886, 0.0], [2.379359766183886, 48.931633603520396, 0.0], [2.379059019838303, 48.93166267895883, 0.0], [2.378422442016503, 48.931716214819495, 0.0], [2.378225490397901, 48.93173482548615, 0.0]]}";113.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.9071236509, 2.45224068229;"{""type"": ""LineString"", ""coordinates"": [[2.454352826517924, 48.90781254678193, 0.0], [2.453798692319693, 48.907945108842576, 0.0], [2.453698844293073, 48.90795970420636, 0.0], [2.453597189128823, 48.90796709773942, 0.0], [2.453494917421039, 48.907967202241124, 0.0], [2.453393227053841, 48.90796001598142, 0.0], [2.453293312256158, 48.90794562534897, 0.0], [2.453196343212233, 48.90792419756363, 0.0], [2.453103457827214, 48.907895985134786, 0.0], [2.453015744074903, 48.90786131768685, 0.0], [2.452934230447519, 48.90782060191506, 0.0], [2.452859872378375, 48.907774315227556, 0.0], [2.452793542748274, 48.90772300030558, 0.0], [2.452736019674303, 48.90766725875173, 0.0], [2.452696542942403, 48.90761957372287, 0.0], [2.452645087191625, 48.90753072420071, 0.0], [2.452609831360226, 48.9074427211789, 0.0], [2.452427881501575, 48.906877302874115, 0.0], [2.452405785373768, 48.906810483585964, 0.0], [2.452378120673296, 48.9067558378569, 0.0], [2.452340083170767, 48.906703973896285, 0.0], [2.452307209485594, 48.90666700708148, 0.0], [2.452258313634045, 48.90662816389161, 0.0], [2.452183352535916, 48.90659726551411, 0.0], [2.452099551123099, 48.90657105338204, 0.0], [2.452011632785909, 48.90655155812618, 0.0], [2.451920834675909, 48.90653905518926, 0.0], [2.451790536048414, 48.906533620679454, 0.0], [2.450004663029331, 48.90653328847081, 0.0]]}";114.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.9236635841, 2.40439416022;"{""type"": ""LineString"", ""coordinates"": [[2.406622752354694, 48.922711188353, 0.0], [2.406214126514633, 48.92293591336989, 0.0], [2.405319340267815, 48.9233847288514, 0.0], [2.405109332643564, 48.92348267683067, 0.0], [2.404950446823028, 48.923550758348874, 0.0], [2.404779524008168, 48.9236205190912, 0.0], [2.404610634740652, 48.92368628874409, 0.0], [2.404458721002706, 48.923735426499356, 0.0], [2.404260668817219, 48.92379775660441, 0.0], [2.403806556186552, 48.92392224682504, 0.0], [2.40207341299691, 48.9243751434303, 0.0]]}";117.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.9072283305, 2.45743264516;"{""type"": ""LineString"", ""coordinates"": [[2.460523403674419, 48.90670063080091, 0.0], [2.459753873374277, 48.906847458211935, 0.0], [2.459395454022229, 48.906912730239924, 0.0], [2.459037002751747, 48.90696641535866, 0.0], [2.458091667434576, 48.90710414914671, 0.0], [2.457434518401862, 48.90720912734715, 0.0], [2.456478676939154, 48.90736771586326, 0.0], [2.455777167455424, 48.907498200085755, 0.0], [2.455241772497124, 48.90760537947685, 0.0], [2.454352826517924, 48.90781254678193, 0.0]]}";120.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.5174527407, 2.67175534501;"{""type"": ""LineString"", ""coordinates"": [[2.678973982691401, 48.510265175268025, 0.0], [2.678911291052324, 48.51039935542868, 0.0], [2.678763318402873, 48.51072893292476, 0.0], [2.67845977049246, 48.51146454797857, 0.0], [2.67811919409925, 48.512328869420735, 0.0], [2.677701082223583, 48.51333640606802, 0.0], [2.677217392589403, 48.51445564697227, 0.0], [2.676929918424447, 48.51517322428874, 0.0], [2.676558364092724, 48.51586857141742, 0.0], [2.67631680741913, 48.51617504567932, 0.0], [2.676111236956814, 48.516399578671184, 0.0], [2.675948612545475, 48.51657002642979, 0.0], [2.675758167470161, 48.516741401991915, 0.0], [2.675522027847842, 48.516938202565726, 0.0], [2.675178614034519, 48.51719641849439, 0.0], [2.674638038419924, 48.517523565324325, 0.0], [2.674103743156945, 48.517779648710196, 0.0], [2.67359477384754, 48.517976749450064, 0.0], [2.673344975375998, 48.51806131790666, 0.0], [2.673001827777494, 48.51816270140315, 0.0], [2.67268436024891, 48.51824789910001, 0.0], [2.672310857742187, 48.51832328171358, 0.0], [2.67200160784018, 48.518385693924834, 0.0], [2.671481017418396, 48.51846816688819, 0.0], [2.671196992563666, 48.51850317695549, 0.0], [2.670305797335057, 48.51862900186174, 0.0], [2.669428120814302, 48.51875298114754, 0.0], [2.668970904237088, 48.51882483871247, 0.0], [2.668541688093856, 48.51890937130873, 0.0], [2.668143162394347, 48.51899830425915, 0.0], [2.667768152150849, 48.51909776288853, 0.0], [2.666922521697137, 48.51936191474642, 0.0], [2.66648647829863, 48.51954123801786, 0.0], [2.666181508125755, 48.51968600684416, 0.0], [2.665927997608471, 48.51983422279796, 0.0], [2.665711057975537, 48.51998592889472, 0.0], [2.66543894853341, 48.52018927473443, 0.0], [2.665173758709285, 48.52041373918773, 0.0], [2.664877975944047, 48.52072214430546, 0.0], [2.664336313793262, 48.52131272894271, 0.0], [2.663599879910186, 48.52214062155105, 0.0], [2.662762979853312, 48.52299439391623, 0.0]]}";122.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
48.4872050297, 2.72308464498;"{""type"": ""LineString"", ""coordinates"": [[2.751153658380149, 48.487222875528246, 0.0], [2.750811983801073, 48.48730073616169, 0.0], [2.749747283783193, 48.487533035691584, 0.0], [2.749007710722303, 48.48769514221473, 0.0], [2.748296512086821, 48.487826211208805, 0.0], [2.747660218607561, 48.48792607216334, 0.0], [2.747206169495083, 48.48798958052788, 0.0], [2.746701972392033, 48.48804850919689, 0.0], [2.746001032679646, 48.48812242182931, 0.0], [2.745282022136315, 48.488174982641226, 0.0], [2.744698864033415, 48.48820801466586, 0.0], [2.744040093935752, 48.48822346817715, 0.0], [2.743478451420567, 48.488224297839004, 0.0], [2.742995182922323, 48.4882165142968, 0.0], [2.742379289406653, 48.48818541044871, 0.0], [2.741638105880442, 48.48815237119443, 0.0], [2.740939834349916, 48.48811441640423, 0.0], [2.740281014156473, 48.48808583309067, 0.0], [2.739650808096746, 48.488054764756065, 0.0], [2.739024124486071, 48.48801654355693, 0.0], [2.738443283681822, 48.487983302155456, 0.0], [2.737502262661784, 48.48793390176399, 0.0], [2.73662749746451, 48.48788779574794, 0.0], [2.735701100376435, 48.487835568048226, 0.0], [2.734784433431131, 48.48778882534265, 0.0], [2.734200781053006, 48.48775994427691, 0.0], [2.733223233991172, 48.487708644305776, 0.0], [2.732460532588034, 48.48766848249593, 0.0], [2.731258959189431, 48.48761318369091, 0.0], [2.730523547642252, 48.487591954794496, 0.0], [2.729007059343425, 48.487559358494124, 0.0], [2.72863773006876, 48.48755703909364, 0.0], [2.727783218926979, 48.48754663751616, 0.0], [2.726854329619693, 48.48753088784818, 0.0], [2.725987951369075, 48.487505316493404, 0.0], [2.725221606933592, 48.48745560083504, 0.0], [2.724397867333202, 48.48738942192397, 0.0], [2.723588445316262, 48.48732318874582, 0.0], [2.722761539498901, 48.487247179997816, 0.0], [2.721901608245138, 48.487190935282754, 0.0], [2.721145917116859, 48.48712925977201, 0.0], [2.720208641420853, 48.48704362176508, 0.0], [2.719709624572499, 48.4870277916152, 0.0], [2.719140726037449, 48.487021152763596, 0.0], [2.718593143733495, 48.48702606405739, 0.0], [2.718034838729163, 48.487057252769375, 0.0], [2.717019164707373, 48.48712951470483, 0.0], [2.716446189067496, 48.4871704990984, 0.0], [2.715863512492456, 48.48719940189754, 0.0], [2.715287098899902, 48.48720225435033, 0.0], [2.714742989406122, 48.48716983514569, 0.0], [2.714320275491372, 48.487121278650385, 0.0], [2.713975249029712, 48.48706814252182, 0.0], [2.713528248718653, 48.48698591630918, 0.0], [2.713112189980551, 48.48688936133404, 0.0], [2.712174337790873, 48.48665776471667, 0.0], [2.711595594454895, 48.486523603224626, 0.0], [2.711026947651539, 48.486408957944505, 0.0], [2.710584833637423, 48.48633183864669, 0.0], [2.710136953427396, 48.486266694491746, 0.0], [2.709520731988535, 48.48618544793254, 0.0], [2.709137507305188, 48.48615101865946, 0.0], [2.708686297795189, 48.48611919042639, 0.0], [2.708027626298147, 48.4861046962229, 0.0], [2.707308393057996, 48.48610095239564, 0.0], [2.706101938384312, 48.48612737351743, 0.0], [2.703870163645964, 48.4861625036262, 0.0], [2.703254730024604, 48.48617169015183, 0.0], [2.702732634690095, 48.486180571849836, 0.0], [2.701618107313714, 48.4861994543294, 0.0], [2.700701155161749, 48.486228481642726, 0.0], [2.700037237733369, 48.48626748266829, 0.0], [2.699390661628627, 48.48632561445008, 0.0], [2.69879488344611, 48.48638117001345, 0.0], [2.698076702743616, 48.48647710888577, 0.0], [2.697401010623497, 48.48658395145305, 0.0], [2.696725431993009, 48.48670744490158, 0.0], [2.696185722507929, 48.48681146913696, 0.0], [2.695556753246093, 48.48694670346259, 0.0], [2.69503731516767, 48.487076395248074, 0.0]]}";123.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
48.4485479385, 2.72150621182;"{""type"": ""LineString"", ""coordinates"": [[2.726661533081673, 48.416377033006604, 0.0], [2.726986658138678, 48.417140693732, 0.0], [2.727345798186738, 48.41781992946304, 0.0], [2.72756299250814, 48.418171315205484, 0.0], [2.727769356616908, 48.418508461065514, 0.0], [2.728040486983366, 48.41890010574532, 0.0], [2.728327871012224, 48.4192457453491, 0.0], [2.728747401941021, 48.419711375333925, 0.0], [2.72916444440831, 48.42015199572559, 0.0], [2.729615026131733, 48.420587471154015, 0.0], [2.731704867667564, 48.422457844225114, 0.0], [2.732971511748013, 48.42357568931441, 0.0], [2.733394952468326, 48.42398786445735, 0.0], [2.733732765200332, 48.42433469227287, 0.0], [2.734369037023407, 48.42500510323783, 0.0], [2.734742799502794, 48.42543221475421, 0.0], [2.735127207635353, 48.425881012242726, 0.0], [2.735648973640984, 48.42658958823863, 0.0], [2.736210954113941, 48.4274257138859, 0.0], [2.736730454016712, 48.42835461167416, 0.0], [2.737135656378466, 48.42918139628824, 0.0], [2.737510994353277, 48.430158460754086, 0.0], [2.73783011986764, 48.43120137002651, 0.0], [2.738021024736048, 48.43209275809406, 0.0], [2.73815117113718, 48.432989757189816, 0.0], [2.738204246230493, 48.433711674231525, 0.0], [2.738210817166725, 48.43453267473404, 0.0], [2.738141759308018, 48.4355284000061, 0.0], [2.73807930659066, 48.435998933932474, 0.0], [2.737904590944704, 48.436964459468705, 0.0], [2.737792210896972, 48.43744506188221, 0.0], [2.737644851044388, 48.43794557219136, 0.0], [2.737409615252215, 48.43861185773486, 0.0], [2.737328729907203, 48.438806384111295, 0.0], [2.73713516648589, 48.43927648216298, 0.0], [2.736854910517911, 48.43989166840407, 0.0], [2.736499659938606, 48.44059434617139, 0.0], [2.73594322006713, 48.4414919727546, 0.0], [2.735877769268981, 48.44158932353692, 0.0], [2.735823015788552, 48.44167224811111, 0.0], [2.735551768498164, 48.44206438251455, 0.0], [2.735162575327905, 48.44258192873389, 0.0], [2.734750956827061, 48.443080217028324, 0.0], [2.73436322948491, 48.44353345843046, 0.0], [2.733928996334741, 48.44399900105242, 0.0], [2.733462333564197, 48.44446645460683, 0.0], [2.732945792565143, 48.44495206555066, 0.0], [2.732644783463515, 48.445234763087655, 0.0], [2.732307339435341, 48.44552621654909, 0.0], [2.731796479442139, 48.44592818242115, 0.0], [2.730798450089744, 48.446724808273025, 0.0], [2.730018583174712, 48.4473567337031, 0.0], [2.7290885349158, 48.448103017909496, 0.0], [2.728259830237224, 48.448783030154914, 0.0], [2.724639493027038, 48.451705498734896, 0.0], [2.722789500915932, 48.453194701843216, 0.0], [2.721497028570242, 48.45423954633243, 0.0], [2.720205861987529, 48.455285269735846, 0.0], [2.718913282743654, 48.456330084394196, 0.0], [2.715445018169386, 48.45912404962778, 0.0], [2.713398167495356, 48.460757639459445, 0.0], [2.712165878245331, 48.461766206352465, 0.0], [2.709699680779072, 48.46376711696281, 0.0], [2.708385183253715, 48.46483256670907, 0.0], [2.707918179574805, 48.46521748545662, 0.0], [2.707472557188555, 48.465552641976224, 0.0], [2.706746521306709, 48.4660689450631, 0.0], [2.70624991460592, 48.46640604810272, 0.0], [2.705774523643334, 48.46672145861911, 0.0], [2.703917070452122, 48.46789743379212, 0.0], [2.702652340069023, 48.46871256264989, 0.0], [2.701567007157238, 48.46940499589657, 0.0], [2.701093226192951, 48.46971137063555, 0.0], [2.700167154487338, 48.470306060098345, 0.0], [2.699601805454366, 48.470668476723255, 0.0], [2.698619207161681, 48.471305600481685, 0.0], [2.698328470599237, 48.47149537441684, 0.0], [2.697796766943694, 48.471838790344904, 0.0], [2.697426598303561, 48.472079172956064, 0.0], [2.696527280390612, 48.47264497231067, 0.0], [2.69559027026669, 48.4732378607693, 0.0], [2.695053138658947, 48.473583978661615, 0.0], [2.694416366210666, 48.47399245821119, 0.0], [2.694007081165644, 48.47425183793106, 0.0], [2.693121255546687, 48.47482386183596, 0.0], [2.692269154612462, 48.47537853176761, 0.0], [2.692033259866399, 48.4755230723766, 0.0]]}";124.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
