Geo Point;Geo Shape;OBJECTID;IDREFLIGA;IDREFLIGC;INDICE_LIG;RES_COM;RESEAU;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;IDF;EXTCODE
48.9416678712, 2.15076073994;"{""type"": ""LineString"", ""coordinates"": [[2.144558756800802, 48.945795934518046, 0.0], [2.146753189057277, 48.94439103172525, 0.0], [2.14745577502546, 48.94391394942269, 0.0], [2.147933873262263, 48.94357449457276, 0.0], [2.148459092094536, 48.94318990649488, 0.0], [2.148973504613955, 48.942795781350526, 0.0], [2.149404596685325, 48.942463379849556, 0.0], [2.149911625986352, 48.94210730967307, 0.0], [2.150342526973852, 48.9418224908282, 0.0], [2.150766182551382, 48.94154241953934, 0.0], [2.151349105221197, 48.941169810212344, 0.0], [2.153087010268662, 48.940044806929784, 0.0], [2.153651740968178, 48.93969832985609, 0.0], [2.154545805962058, 48.9391715445828, 0.0], [2.155276891353209, 48.93876107928797, 0.0], [2.157086496469818, 48.93773606341459, 0.0]]}";597.0;A01852;C01739;J;LIGNE J;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;1.0;800:J
49.207576692, 2.39724879901;"{""type"": ""LineString"", ""coordinates"": [[2.376601177324503, 49.20326573346356, 0.0], [2.39457318377227, 49.206215051791595, 0.0], [2.400372701648916, 49.20755996400313, 0.0], [2.410290586842202, 49.21110779215862, 0.0], [2.417369391049351, 49.21385632476746, 0.0]]}";601.0;A01849;C01737;H;LIGNE H;SNCF NORD;Train;1;1;0;0;0;0;0;0.0;800:H
49.2702913073, 1.84489772586;"{""type"": ""LineString"", ""coordinates"": [[1.872589469227938, 49.26132229816068, 0.0], [1.866591683846971, 49.261849809993684, 0.0], [1.859983755434342, 49.26264977743305, 0.0], [1.854355912639473, 49.26372920672908, 0.0], [1.85125017105705, 49.26537048341902, 0.0], [1.848977757729374, 49.26793429560031, 0.0], [1.847123713821226, 49.27077556950726, 0.0], [1.845004135512743, 49.272053241265894, 0.0], [1.841338501949477, 49.273416135304615, 0.0], [1.835990875334875, 49.27440397229955, 0.0], [1.832331404558238, 49.275123251309225, 0.0], [1.830217868878203, 49.27575732272755, 0.0], [1.826688213122693, 49.27748798496614, 0.0], [1.823295908810192, 49.279494877556864, 0.0], [1.81808238249243, 49.282589735816124, 0.0]]}";606.0;A01852;C01739;J;LIGNE J;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;0.0;800:J
49.0061833642, 2.25140350419;"{""type"": ""LineString"", ""coordinates"": [[2.242479108496568, 49.015584975459475, 0.0], [2.243891923138443, 49.01453029274929, 0.0], [2.244324528878944, 49.01421859449099, 0.0], [2.245137802949952, 49.01357896361903, 0.0], [2.245465000925462, 49.013333722204244, 0.0], [2.245951107650513, 49.012911449182134, 0.0], [2.246345489125486, 49.01255474932075, 0.0], [2.246694770052406, 49.01218811988461, 0.0], [2.246812588856645, 49.0120515230458, 0.0], [2.246976992433265, 49.01185740846296, 0.0], [2.247440086972719, 49.01129302540317, 0.0], [2.247818247749802, 49.010821200356936, 0.0], [2.248055304932615, 49.01052498448478, 0.0], [2.248261937282807, 49.01026579592635, 0.0], [2.248831076252792, 49.00955005446084, 0.0], [2.249102926643525, 49.00922191352898, 0.0], [2.249342175503082, 49.00891992099268, 0.0], [2.250233936549223, 49.00777137844844, 0.0], [2.250918944239741, 49.006946263171656, 0.0], [2.251419125522458, 49.006325630150876, 0.0], [2.252872474242901, 49.00452316574334, 0.0], [2.253923911874838, 49.00325118153558, 0.0], [2.255407261307396, 49.00139613999132, 0.0], [2.255753769687276, 49.00096383377891, 0.0], [2.256620708454428, 48.99987632037915, 0.0], [2.257083614594808, 48.99929211501987, 0.0], [2.258113442257416, 48.998010460210544, 0.0], [2.259025444872625, 48.99688069384329, 0.0], [2.259655619057618, 48.99609884257494, 0.0]]}";610.0;;;H;TER;SNCF NORD;TER;1;1;0;0;0;0;0;1.0;800:TER
48.9802200733, 2.05521281821;"{""type"": ""LineString"", ""coordinates"": [[2.049083121493801, 48.97482086455293, 0.0], [2.049084494313324, 48.97482161645026, 0.0], [2.051445168138702, 48.97616093298332, 0.0], [2.051840650117065, 48.976403186488994, 0.0], [2.052398093672699, 48.97676718752143, 0.0], [2.052931631366626, 48.97714112029085, 0.0], [2.053467184058789, 48.97754360791849, 0.0], [2.053851353709436, 48.977871482222646, 0.0], [2.054190180684881, 48.978164981295464, 0.0], [2.054563394845749, 48.978514240687765, 0.0], [2.05491283932303, 48.97884916395295, 0.0], [2.055240430275703, 48.97921401207399, 0.0], [2.055608982067314, 48.979623215937586, 0.0], [2.055854620192034, 48.97990791479121, 0.0], [2.056091415739849, 48.98022257141917, 0.0], [2.056358189770312, 48.9806058267493, 0.0], [2.056562458671274, 48.9809204016805, 0.0], [2.056773091890544, 48.981260689900104, 0.0], [2.057228238550051, 48.98208839091795, 0.0], [2.058011225649485, 48.98363355133636, 0.0], [2.058502577100653, 48.98458839360021, 0.0], [2.05978806303153, 48.98705700117252, 0.0]]}";613.0;A02174;C01748;J;TER;SNCF SAINT-LAZARE;TER;1;1;0;0;0;0;0;1.0;800:TER
48.2028325466, 2.71691175028;"{""type"": ""LineString"", ""coordinates"": [[2.703936052961915, 48.229549937455864, 0.0], [2.703985765329806, 48.22946151109987, 0.0], [2.704101421761575, 48.229265103554084, 0.0], [2.704225164985404, 48.229070467980414, 0.0], [2.704352886364159, 48.2288677252921, 0.0], [2.704517841918618, 48.22860371505364, 0.0], [2.70467751708113, 48.22835410852025, 0.0], [2.704861205445985, 48.22807564906738, 0.0], [2.705023496755266, 48.227816141933936, 0.0], [2.705181874539825, 48.22757373319775, 0.0], [2.70536014788292, 48.22729169349031, 0.0], [2.70550115941089, 48.22706732563995, 0.0], [2.705648891838918, 48.226842035858034, 0.0], [2.705801892812961, 48.2266014429016, 0.0], [2.70595490661124, 48.22636264750474, 0.0], [2.706158455915499, 48.22604185629278, 0.0], [2.706328803153279, 48.22578142228816, 0.0], [2.706476514209562, 48.225554333469084, 0.0], [2.706601505187193, 48.2253489006608, 0.0], [2.706689285050819, 48.225207434414294, 0.0], [2.706773041571207, 48.225067780164956, 0.0], [2.706839500167284, 48.22495515917468, 0.0], [2.706921909296604, 48.22481550865272, 0.0], [2.707004357709474, 48.22466118810824, 0.0], [2.707065320270406, 48.22455336357048, 0.0], [2.707146269835485, 48.224398430932204, 0.0], [2.707225813562455, 48.22423541019387, 0.0], [2.707319775214898, 48.22405038312066, 0.0], [2.707388982455865, 48.223915649196634, 0.0], [2.707486973277202, 48.22369951293949, 0.0], [2.70762734827228, 48.22339151642417, 0.0], [2.707756870759499, 48.22308896802133, 0.0], [2.70793450292641, 48.222683029049314, 0.0], [2.708045672228668, 48.22242515946952, 0.0], [2.708147324444039, 48.22218754196321, 0.0], [2.708286300392824, 48.22187325501202, 0.0], [2.708422601763943, 48.22156167408185, 0.0], [2.708565517848919, 48.22123478501777, 0.0], [2.708706939045614, 48.22088811745996, 0.0], [2.708765136296709, 48.220751243513426, 0.0], [2.708827234973856, 48.22059637174785, 0.0], [2.708874746945234, 48.220470323694485, 0.0], [2.708971678277027, 48.220197938446205, 0.0], [2.709048686366518, 48.21997247819565, 0.0], [2.709149993140247, 48.21966101231183, 0.0], [2.70920526312418, 48.21949267523329, 0.0], [2.709264435585181, 48.21930634030446, 0.0], [2.709318225868206, 48.21912002267478, 0.0], [2.709368046736703, 48.21894271108707, 0.0], [2.709424486162038, 48.218750990366836, 0.0], [2.709502488760634, 48.218382050362464, 0.0], [2.709547283037827, 48.21815443899932, 0.0], [2.70957626777858, 48.21798794630537, 0.0], [2.709599974819012, 48.217736983955085, 0.0], [2.709613257142747, 48.21753191744798, 0.0], [2.709618479314898, 48.21732867566423, 0.0], [2.709609001286167, 48.217138970108465, 0.0], [2.709592448184047, 48.216902529295, 0.0], [2.709570927201045, 48.216721855834535, 0.0], [2.709532868581779, 48.21648818381126, 0.0], [2.709477891089822, 48.21615025674991, 0.0], [2.709423274324293, 48.215860887512655, 0.0], [2.709386955125592, 48.215680262969016, 0.0], [2.709347684235613, 48.21546457899056, 0.0], [2.709307248617781, 48.215273178280206, 0.0], [2.709283245178246, 48.21512038918399, 0.0], [2.70925925485543, 48.214969398775246, 0.0], [2.709232494118538, 48.21480762656162, 0.0], [2.709222123613283, 48.214679072563065, 0.0], [2.709210123097969, 48.21451185602511, 0.0], [2.709207760414496, 48.21437428243087, 0.0], [2.709203452617789, 48.214155786033146, 0.0], [2.709211514118181, 48.21397231733615, 0.0], [2.709223737121063, 48.21380592065657, 0.0], [2.709238491540321, 48.213617934348214, 0.0], [2.709270489525792, 48.2133966199641, 0.0], [2.709304079744115, 48.2132085710698, 0.0], [2.709345847307024, 48.213034883104605, 0.0], [2.709402221394513, 48.21283506875077, 0.0], [2.709469298142296, 48.21262712676873, 0.0], [2.709547051418953, 48.21240745971294, 0.0], [2.70963433368146, 48.212203047639356, 0.0], [2.709740084195719, 48.21197737561937, 0.0], [2.709830476274736, 48.211801344969054, 0.0], [2.709926095360049, 48.21163287450498, 0.0], [2.710048387780507, 48.21143284267847, 0.0], [2.71019605432599, 48.211207547441234, 0.0], [2.710350465630802, 48.2109849283053, 0.0], [2.71049972145941, 48.210792899988974, 0.0], [2.710645065964089, 48.210617968706536, 0.0], [2.710797171205638, 48.21044751134172, 0.0], [2.710941388693076, 48.210302258308516, 0.0], [2.711129688537949, 48.210114595051046, 0.0], [2.711323446157342, 48.2099377045137, 0.0], [2.71164295909947, 48.20966597671235, 0.0], [2.711970621691362, 48.209405012285714, 0.0], [2.712563014471554, 48.20892465443174, 0.0], [2.712924110789214, 48.20863839715556, 0.0], [2.713095290449376, 48.20850204371293, 0.0], [2.713212940639064, 48.20840363567997, 0.0], [2.7133426585274, 48.20829979236943, 0.0], [2.713456231273418, 48.20819600242793, 0.0], [2.713571156975474, 48.20809310734561, 0.0], [2.713714149565788, 48.207965839104226, 0.0], [2.713842372065293, 48.20784221685366, 0.0], [2.714015342792432, 48.20766332775619, 0.0], [2.714209396741369, 48.20745162626286, 0.0], [2.714293398500193, 48.207351531352224, 0.0], [2.71439075722646, 48.20723880318539, 0.0], [2.714466768441794, 48.20714952592521, 0.0], [2.714537363960081, 48.207055769851536, 0.0], [2.714629266697856, 48.20693316835028, 0.0], [2.714697150289967, 48.20683672423348, 0.0], [2.714771672675774, 48.20672856729727, 0.0], [2.714846114398255, 48.20660962069083, 0.0], [2.714923163633058, 48.20647987470275, 0.0], [2.714992224206144, 48.20636094559194, 0.0], [2.715139446658792, 48.20608169257097, 0.0], [2.715221518134324, 48.205904270289544, 0.0], [2.715335223767999, 48.205640417088524, 0.0], [2.715386646004452, 48.20550176398288, 0.0], [2.71542352624199, 48.20539733096837, 0.0], [2.71545897384051, 48.205281212457635, 0.0], [2.715494367180454, 48.20515789994235, 0.0], [2.715534937429664, 48.2050075934489, 0.0], [2.715578529584745, 48.204802037830945, 0.0], [2.715607562470922, 48.204654941856454, 0.0], [2.715638444425401, 48.20446141821218, 0.0], [2.715652057004335, 48.20430400851502, 0.0], [2.715664358442297, 48.204151099116096, 0.0], [2.715675132235256, 48.20397391675516, 0.0], [2.715674163857806, 48.20384533102925, 0.0], [2.715671687187926, 48.2035162241197, 0.0], [2.715667711929983, 48.20334538572704, 0.0], [2.715664020523567, 48.203212313308974, 0.0], [2.715652371310211, 48.20291560920674, 0.0], [2.715648138742553, 48.20271060038188, 0.0], [2.715636374214697, 48.20239861016432, 0.0], [2.715629560643321, 48.20220799808585, 0.0], [2.715621244675989, 48.20199670864886, 0.0], [2.715615220153311, 48.20173235831187, 0.0], [2.71560837174563, 48.2015372497771, 0.0], [2.715602869382034, 48.201342137258, 0.0], [2.715594283083424, 48.201094880367705, 0.0], [2.715585731866197, 48.20085211890368, 0.0], [2.715573597483122, 48.20066961807093, 0.0], [2.715567377369465, 48.200379190895276, 0.0], [2.715561813901625, 48.20017598529307, 0.0], [2.715556019504955, 48.19994220758914, 0.0], [2.715550788034258, 48.199783063109656, 0.0], [2.715546683432086, 48.19959513949964, 0.0], [2.715541506126994, 48.19944318899457, 0.0], [2.715533224587629, 48.199236396416836, 0.0], [2.715528938667036, 48.19902419484873, 0.0], [2.715526383355073, 48.19886324271902, 0.0], [2.715530099033233, 48.19864202279452, 0.0], [2.715538025262077, 48.19844416724339, 0.0], [2.715551339672104, 48.19824719384682, 0.0], [2.715568702222668, 48.19805200457377, 0.0], [2.715591470618959, 48.197860394191906, 0.0], [2.715615888972144, 48.19770924360806, 0.0], [2.715642921715625, 48.197548192512215, 0.0], [2.715685655367018, 48.19732863916533, 0.0], [2.7157350995227, 48.197107265431654, 0.0], [2.715786098424808, 48.19691376127032, 0.0], [2.715833277227634, 48.196749045950554, 0.0], [2.715886078114076, 48.19657493671469, 0.0], [2.715927866467486, 48.196450187348056, 0.0], [2.715969984017179, 48.19632775213296, 0.0], [2.716109811087196, 48.19596399694512, 0.0], [2.716173237249966, 48.19581361376144, 0.0], [2.71626314678736, 48.19560828937853, 0.0], [2.716365119156295, 48.19539752938364, 0.0], [2.716465923468639, 48.19521015227839, 0.0], [2.71654689758047, 48.19506870277493, 0.0], [2.716679693193127, 48.194843450438036, 0.0], [2.716890919270105, 48.1944965394436, 0.0], [2.717146900109505, 48.1941417206653, 0.0], [2.71733551274196, 48.1938862688341, 0.0], [2.717443455962247, 48.19375461899209, 0.0], [2.717551417861278, 48.19362566578977, 0.0], [2.717691371582509, 48.19345883803613, 0.0], [2.71782073401307, 48.1933145257198, 0.0], [2.718027451657028, 48.19308452630762, 0.0], [2.718224992216332, 48.19288603095799, 0.0], [2.718439918568245, 48.19267488590107, 0.0], [2.718649537943883, 48.19247365079896, 0.0], [2.718855265490582, 48.19229131177645, 0.0], [2.719153278541325, 48.19204211792696, 0.0], [2.719317668195639, 48.191906677310534, 0.0], [2.719445979104611, 48.19180193298652, 0.0], [2.719753522782259, 48.19156889005158, 0.0], [2.720054532582699, 48.19136104776338, 0.0], [2.720338131659676, 48.19116315486281, 0.0], [2.720605825797976, 48.19099588890988, 0.0], [2.720944378768769, 48.19077442730669, 0.0], [2.721311060433757, 48.1905384812761, 0.0], [2.721699144230601, 48.190288074289974, 0.0], [2.722060522154168, 48.19006293440417, 0.0], [2.722534251077435, 48.18975827904674, 0.0], [2.722915592862175, 48.189506991001714, 0.0], [2.72330901933349, 48.189253862013615, 0.0], [2.72381756593059, 48.18893199591477, 0.0], [2.724113287354183, 48.188740346875534, 0.0], [2.724981746018108, 48.18818254239143, 0.0], [2.725293540694679, 48.187983641133684, 0.0], [2.726065572709857, 48.18748011425554, 0.0], [2.726992930631392, 48.186893316221486, 0.0], [2.727976333029956, 48.18625326338009, 0.0], [2.728648185346315, 48.185823417241274, 0.0], [2.729231419941952, 48.18545129530457, 0.0], [2.729908422740339, 48.18501461508867, 0.0], [2.730719437880147, 48.1844817629396, 0.0], [2.731222053684885, 48.18415167853432, 0.0], [2.73160428289024, 48.18389576745479, 0.0], [2.732036222014905, 48.18362778543925, 0.0], [2.732482235994008, 48.18334071999235, 0.0], [2.733639771166605, 48.18260148272277, 0.0], [2.734809003672546, 48.18185555650667, 0.0], [2.735598311273384, 48.18135010489242, 0.0], [2.736249842909681, 48.18093685577102, 0.0]]}";45.0;A01845;C01731;R;LIGNE R;PARIS SUD EST;Train;1;1;0;0;0;0;0;1.0;800:R
48.8592066271, 2.12899812768;"{""type"": ""LineString"", ""coordinates"": [[2.132132445251102, 48.85425170349275, 0.0], [2.132211523244792, 48.854628579949164, 0.0], [2.132225910848351, 48.85477518826893, 0.0], [2.13222781675411, 48.85497393284356, 0.0], [2.132190973943386, 48.85531649263748, 0.0], [2.1321603344847, 48.85547650957962, 0.0], [2.132151949344838, 48.85552685429834, 0.0], [2.132074199412369, 48.85587473559721, 0.0], [2.131725003673335, 48.85727248910103, 0.0], [2.131706975144982, 48.857347996594626, 0.0], [2.131539392249747, 48.85799607573047, 0.0], [2.131484131343375, 48.858176731256705, 0.0], [2.131405612299056, 48.85837892789731, 0.0], [2.131318873872262, 48.8585910019674, 0.0], [2.131111678627425, 48.85897929070143, 0.0], [2.130930569620161, 48.859220697515276, 0.0], [2.130771743238963, 48.8593966691957, 0.0], [2.130596565184352, 48.85957171241241, 0.0], [2.130415965391015, 48.85973955155124, 0.0], [2.130209493226999, 48.859901047945, 0.0], [2.129863696842335, 48.86013603232177, 0.0], [2.129472980706318, 48.86035654628046, 0.0], [2.129209434844469, 48.86047657025232, 0.0], [2.128977327110828, 48.860574169077054, 0.0], [2.128704339856506, 48.86066989501753, 0.0], [2.128163880930443, 48.860845166830316, 0.0], [2.127910073092736, 48.86091664420526, 0.0], [2.127634472487542, 48.86098448520757, 0.0], [2.127247193163182, 48.86105601341559, 0.0], [2.126914344519825, 48.86110096802356, 0.0], [2.126660759315211, 48.8611193859138, 0.0], [2.126388128950213, 48.86112877574075, 0.0], [2.126084181897776, 48.861130912157805, 0.0], [2.12520791577382, 48.8611050105616, 0.0], [2.124676381974803, 48.861101325323176, 0.0], [2.124147481384198, 48.86111922574863, 0.0], [2.123968896718236, 48.861127885424445, 0.0], [2.123539397922206, 48.86116755070419, 0.0], [2.123191095956036, 48.86121452860313, 0.0]]}";48.0;A02176;C01740;L;LIGNE L;SNCF SAINT-LAZARE;Train;1;1;0;0;0;0;0;1.0;800:L
48.5209177849, 2.62614486708;"{""type"": ""LineString"", ""coordinates"": [[2.652441044420506, 48.5277977343036, 0.0], [2.651489225559338, 48.527969506856465, 0.0], [2.651028031568304, 48.52804542428913, 0.0], [2.650278770255548, 48.52817069843449, 0.0], [2.649981316073498, 48.528208165835125, 0.0], [2.649716165376932, 48.52823352577011, 0.0], [2.649538660921548, 48.528244682772204, 0.0], [2.649358302096582, 48.52824560466065, 0.0], [2.649035074246412, 48.52823454856931, 0.0], [2.648726427197078, 48.52821445521793, 0.0], [2.648444406908526, 48.528181469656616, 0.0], [2.648139431084696, 48.52813648974451, 0.0], [2.64786026178536, 48.528093727393056, 0.0], [2.647264510565324, 48.52796105153835, 0.0], [2.646698173370978, 48.527801051666025, 0.0], [2.646335118477055, 48.52767111077758, 0.0], [2.645924601123552, 48.52749921217977, 0.0], [2.645634018619189, 48.52736061776811, 0.0], [2.645231967123099, 48.52714858644443, 0.0], [2.644847192137414, 48.52689933566662, 0.0], [2.644418929397711, 48.526590553226384, 0.0], [2.643620231995226, 48.52593985248545, 0.0], [2.643097233017624, 48.525565267949425, 0.0], [2.642794943686103, 48.52536475518051, 0.0], [2.642164701116606, 48.52502473435866, 0.0], [2.641720848717082, 48.52483438512334, 0.0], [2.641332734687247, 48.52468165473522, 0.0], [2.640954121695803, 48.524532494311885, 0.0], [2.640093738517779, 48.52418858234178, 0.0], [2.639578179588021, 48.52400291413874, 0.0], [2.638814625237293, 48.52377384021085, 0.0], [2.638390205599792, 48.52365896476726, 0.0], [2.637452101019002, 48.52344203591286, 0.0], [2.636561713918897, 48.52327982869425, 0.0], [2.635565866583197, 48.523138575666266, 0.0], [2.633511939065768, 48.52285980360623, 0.0], [2.631039315325018, 48.52251014020595, 0.0], [2.629997341086728, 48.522346476499735, 0.0], [2.629452934023944, 48.522245748867654, 0.0], [2.628836080801009, 48.52210933985746, 0.0], [2.62831371265814, 48.521982049844134, 0.0], [2.627724098599113, 48.52182176870779, 0.0], [2.627153256810648, 48.521661364482, 0.0], [2.626486181977524, 48.52143964787353, 0.0], [2.62585921819042, 48.52121054397652, 0.0], [2.62501519826064, 48.52085928363604, 0.0], [2.624040790557002, 48.52043011078196, 0.0], [2.623484417153311, 48.52019141635272, 0.0], [2.622032347584952, 48.51955120853955, 0.0], [2.621249345616701, 48.51920875899237, 0.0], [2.620603391664902, 48.51892261424376, 0.0], [2.620040243256816, 48.51867672635145, 0.0], [2.619171815600943, 48.518303001536346, 0.0], [2.61791802298259, 48.517759367107885, 0.0], [2.616660740923838, 48.517312848304954, 0.0], [2.616169892242245, 48.517160285984744, 0.0], [2.615524579608531, 48.51697932485183, 0.0], [2.614921407363884, 48.516829730492326, 0.0], [2.614128661603245, 48.51666620918174, 0.0], [2.613634089145572, 48.51657209667064, 0.0], [2.61294035894753, 48.516455918917835, 0.0], [2.612267417627047, 48.51635224625796, 0.0], [2.61179299513362, 48.51628072203051, 0.0], [2.609359994178583, 48.51591070887729, 0.0], [2.608749866080982, 48.515818299316734, 0.0], [2.608081196528596, 48.51571683890171, 0.0], [2.607088815154976, 48.51556594473757, 0.0], [2.605826148260457, 48.51537444985189, 0.0], [2.604851951272825, 48.515237697441115, 0.0], [2.604137956304632, 48.51513899311251, 0.0], [2.603508164506213, 48.515081455483035, 0.0], [2.602924740609365, 48.51505282130296, 0.0], [2.602357598733199, 48.515049655815545, 0.0], [2.600173328535484, 48.515108708645215, 0.0], [2.599506222005111, 48.51514263245651, 0.0], [2.599304265919263, 48.51515145414115, 0.0]]}";49.0;A01842;C01728;D;RER D;RER D;RER;1;0;1;0;0;0;0;1.0;800:D
48.5217736165, 2.58546694462;"{""type"": ""LineString"", ""coordinates"": [[2.599304265919263, 48.51515145414115, 0.0], [2.59887562610162, 48.51517017440106, 0.0], [2.598245040143599, 48.51519951042084, 0.0], [2.597770171013025, 48.515241073895425, 0.0], [2.596939690274288, 48.51535269662779, 0.0], [2.596227049971859, 48.51548112882047, 0.0], [2.595353722854649, 48.51568456202822, 0.0], [2.594773839087644, 48.515836063059595, 0.0], [2.593507432400048, 48.51619774836117, 0.0], [2.592976457502738, 48.51638689745907, 0.0], [2.592568591560144, 48.51656407527451, 0.0], [2.592007208345519, 48.516842481208585, 0.0], [2.591533165786993, 48.51710416887128, 0.0], [2.590742306748619, 48.51756367096046, 0.0], [2.590329382343046, 48.51781459093654, 0.0], [2.590323981338558, 48.51781730078016, 0.0], [2.58992724196531, 48.51805739275638, 0.0], [2.588269986247771, 48.51904397943652, 0.0], [2.587862498101782, 48.51930387207674, 0.0], [2.587264818536509, 48.519699072431024, 0.0], [2.587008575186801, 48.51988848430887, 0.0], [2.586455845235856, 48.52034203287396, 0.0], [2.586074888780608, 48.52067852066144, 0.0], [2.585763363453361, 48.52100451524352, 0.0], [2.584855951388392, 48.522005585617954, 0.0], [2.584086927840274, 48.52280221467334, 0.0], [2.583798553263469, 48.52306992479124, 0.0], [2.583090876584879, 48.52368566300801, 0.0], [2.582779310415092, 48.52391924878109, 0.0], [2.582141330092338, 48.52439724158895, 0.0], [2.581822892099882, 48.52461195605406, 0.0], [2.581185690125076, 48.52504204958687, 0.0], [2.580680568601538, 48.52537752830194, 0.0], [2.579994681359997, 48.525809249881114, 0.0], [2.57960659413182, 48.52605976033186, 0.0], [2.578859209425171, 48.52651307624202, 0.0], [2.578204476999259, 48.52690541927283, 0.0], [2.577727879965257, 48.527171951217774, 0.0], [2.577085099586342, 48.52751503673576, 0.0], [2.576532743339013, 48.527787271103755, 0.0], [2.575761436809097, 48.52816620678575, 0.0], [2.575119723175314, 48.52845442504817, 0.0], [2.57426848464177, 48.52881322038668, 0.0], [2.572452964537946, 48.52959084623357, 0.0], [2.572443136513669, 48.52959505512437, 0.0], [2.572073662735742, 48.529746918576464, 0.0]]}";52.0;A01842;C01728;D;RER D;RER D;RER;1;0;1;0;0;0;0;1.0;800:D
48.4142260756, 2.39050657094;"{""type"": ""LineString"", ""coordinates"": [[2.376672818506992, 48.43449061286291, 0.0], [2.377944361246022, 48.43345812219093, 0.0], [2.378518238881933, 48.43293994641521, 0.0], [2.378781513148704, 48.4326673784374, 0.0], [2.379494207695649, 48.431744487689556, 0.0], [2.381156877356871, 48.42938243404588, 0.0], [2.381463213559586, 48.428948878777035, 0.0], [2.381661584969088, 48.428666437886505, 0.0], [2.3816939894959, 48.428639447553635, 0.0], [2.38226341505357, 48.42778673729532, 0.0], [2.382426691276003, 48.42755196921832, 0.0], [2.382677674533057, 48.42719037197099, 0.0], [2.382881437217691, 48.42690792709255, 0.0], [2.383727474170215, 48.42570619052647, 0.0], [2.384994411388416, 48.42388738918657, 0.0], [2.385258807151863, 48.423462834034645, 0.0], [2.385793002554799, 48.42262720690158, 0.0], [2.386727780968657, 48.4211430486371, 0.0], [2.387779805202364, 48.4194322208155, 0.0], [2.388044169631636, 48.41902204748705, 0.0], [2.388323374475548, 48.41859837748569, 0.0], [2.388503250786556, 48.41832255481767, 0.0], [2.388711868392753, 48.418049661742565, 0.0], [2.389587466667926, 48.41697196485423, 0.0], [2.390650565631598, 48.41568195032109, 0.0], [2.392110197591911, 48.413897150522224, 0.0], [2.392264413825362, 48.41371128453138, 0.0], [2.392657880236009, 48.41323593860022, 0.0], [2.39307201455852, 48.4127404839023, 0.0], [2.393537388820268, 48.412182489309586, 0.0], [2.394729780786517, 48.41074489664629, 0.0], [2.396344242875188, 48.40878551132365, 0.0], [2.396685464240191, 48.40837257901008, 0.0], [2.397096811538713, 48.40787687871588, 0.0], [2.397799442301978, 48.407018625902886, 0.0], [2.398654413899097, 48.40595705784972, 0.0], [2.398872810710566, 48.405636808125315, 0.0], [2.399081696384446, 48.40527340050349, 0.0], [2.399232605779722, 48.40499095547699, 0.0], [2.399308034170875, 48.40482815202271, 0.0], [2.399395559716458, 48.40462037878873, 0.0], [2.39951263842496, 48.40428669586576, 0.0], [2.39962153465357, 48.403890970471544, 0.0], [2.399677811433466, 48.40353573961727, 0.0], [2.399724480290099, 48.40305911679867, 0.0], [2.399722536734974, 48.402587916643235, 0.0], [2.399688346341769, 48.40224622476595, 0.0], [2.399624392265597, 48.40186228580065, 0.0], [2.399481923446543, 48.40132731824217, 0.0], [2.399300366978953, 48.40084902416577, 0.0], [2.399101342568212, 48.40043908118435, 0.0], [2.398956530503003, 48.400183777239924, 0.0], [2.398698132739097, 48.39980713840452, 0.0], [2.398454650634904, 48.399477250340354, 0.0], [2.398115204450287, 48.39907367600658, 0.0], [2.397643260412243, 48.39853528582518, 0.0], [2.397102338797336, 48.39789891307257, 0.0], [2.396469495884509, 48.39716816726632, 0.0], [2.395485121527657, 48.3960419350061, 0.0], [2.394707634019301, 48.395130506425716, 0.0], [2.394047827974065, 48.39437548114887, 0.0], [2.393410724066637, 48.393641547740856, 0.0]]}";87.0;A01842;C01728;D;RER D;RER D;RER;1;0;1;0;0;0;0;1.0;800:D
