"id","latlng","typeroute","adresse","commune","codepostal","hdebut","hfin","saufjour","services","carburants","activite"
"14600006","49.41583,0.22953","R","16 Cours Albert Manuel","HONFLEUR","14600","06:00","22:00",,"Toilettes publiques|Relais colis|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de gonflage","","N"
"15700001","45.13329,2.22044","R","Avenue des Estourocs","PLEAUX","15700","07:30","19:00","Samedi|Dimanche","Automate CB|Boutique non alimentaire","Gazole|SP98|SP95","O"
"14520003","49.3457338784,-0.761315920218","R","BOULEVARD DE LA FLECHE","THURY-HARCOURT","14220","01:00","01:00",,"Automate CB|Lavage haute-pression|Restauration à emporter|Location de véhicule|Vente de gaz domestique|Piste poids lourds|Lavage multi-programmes","E10|Gazole|SP98|SP95","O"
"14780002","49.30174,-0.31818","R","Boulevard Paul Doumer","LION-SUR-MER","14780","01:00","01:00",,"Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique","Gazole|SP98|SP95","O"
"14790001","49.1560609258,-0.450125951956","R","62 Rue du Général Leclerc","VERSON","14790","07:00","20:00","Dimanche","Vente de gaz domestique|Baie de service auto|Boutique alimentaire|Carburant qualité supérieure|Lavage haute-pression|Station de gonflage|Toilettes publiques","E10|Gazole|SP98|SP95","O"
"15000001","44.91624,2.4374","R","Rue de la Montade","AURILLAC","15000","08:30","19:30","Dimanche","Automate CB|Vente de gaz domestique|Station de gonflage","E10|Gazole|SP98","O"
"15000005","44.92209,2.43381","R","Avenue du 4 Septembre 1870","AURILLAC","15000","07:00","19:30","Dimanche","Vente de gaz domestique|Station de lavage|Boutique non alimentaire|Carburant qualité supérieure|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds","Gazole|SP98|SP95","O"
"15130001","44.7875839813,2.4560200536","R","1 rue germain prat","LAFEUILLADE-EN-VéZIE","15130","08:00","19:30",,"Boutique non alimentaire|Lavage haute-pression|Station de gonflage|Baie de service auto|Toilettes publiques|Vente de gaz domestique|Carburant qualité supérieure","E10|Gazole|SP98","O"
"15600002","44.7148386029,2.20242907484","R","Le pont rouge","SAINT-ÉTIENNE-DE-MAURS","15600","06:30","20:00","Dimanche","Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Vente de fioul domestique|Station de gonflage|Station de lavage|Lavage multi-programmes|Piste poids lourds|Carburant qualité supérieure","Gazole|SP98|SP95","O"
"15130002","44.92795,2.50733","R","RN 122","Giou-de-Mamou","15130","01:00","01:00",,,"Gazole|SP95","O"
"15000004","44.9134193799,2.43120866586","R","ROUTE DE SANSAC","AURILLAC","15000","06:30","20:30",,"Boutique alimentaire|Boutique non alimentaire|Carburant qualité supérieure|Lavage multi-programmes|Station de gonflage|Piste poids lourds|Vente de gaz domestique|Station de lavage|Automate CB","E10|Gazole","O"
"15004001","44.9091521744,2.42441831845","R","87 Avenue Charles de Gaulle","AURILLAC","15000","01:00","01:00",,"Automate CB|Vente de gaz domestique|Carburant qualité supérieure|GPL|Lavage multi-programmes|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Restauration sur place|Bar|Station de lavage","Gazole|SP98|GPLc|SP95","O"
"15300002","45.10753,2.86304","R","AVENUE HECTOR PESCHAUD","Murat","15300","07:00","19:00","Dimanche","Boutique non alimentaire|Lavage multi-programmes|Baie de service auto|Piste poids lourds|Boutique alimentaire|Lavage haute-pression|Station de gonflage|Station de lavage|Location de véhicule","Gazole|SP95","O"
"15600001","44.7065,2.19514","R","Avenue de Bagnac","MAURS","15600","01:00","01:00","Dimanche","Automate CB|Boutique non alimentaire|Vente de fioul domestique|GPL|Carburant qualité supérieure|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds|Vente de gaz domestique|Location de véhicule","E10|Gazole|SP98|GPLc","O"
"14640001","49.30689,-0.02705","R","ROUTE DE DEAUVILLE","Auberville","14640","09:00","19:00",,"Vente de gaz domestique|Carburant qualité supérieure|Station de gonflage|Piste poids lourds","Gazole|SP98|SP95","O"
"16000001","45.64268,0.13526","R","430 Rue de Bordeaux","ANGOULêME","16000","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|Carburant qualité supérieure|Station de gonflage|Baie de service auto|Piste poids lourds|Restauration à emporter","E10|Gazole|E85|SP98","O"
"14600003","49.41657,0.25936","R","Zone Industrielle Portuaire","Honfleur","14600","01:00","01:00",,"Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique","E10|Gazole|SP98","O"
"15190002","45.33928,2.76682","R","LA SOUCHAYRE","Condat","15190","01:00","01:00",,"Automate CB|Boutique alimentaire|Restauration à emporter|Vente de gaz domestique|Piste poids lourds","Gazole|SP98|SP95","O"
"15500005","45.25241,3.19775","R","63, avenue Charles De Gaulle","MASSIAC","15500","01:00","01:00",,,"Gazole","O"
"15500004",,"R","63 avenue du Général de Gaulle","MASSIAC","15500","01:00","01:00","Dimanche","Automate CB","","O"
"15000003","44.9229752815,2.42765387928","R","86 BLD LOUIS DAUZIER","AURILLAC","15000","07:00","19:00","Lundi|Mardi|Mercredi|Jeudi|Vendredi|Samedi","Boutique alimentaire|Carburant qualité supérieure|Station de gonflage|Baie de service auto|Piste poids lourds|Toilettes publiques|Vente de gaz domestique","Gazole|SP95","O"
"14880001","49.27912,-0.29681","R","Rue de la Mer","COLLEVILLE-MONTGOMERY","14880","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Laverie|Restauration sur place|Bar|Vente de gaz domestique|Vente de pétrole lampant|Station de gonflage|Station de lavage|Lavage haute-pression|Baie de service auto","E10|Gazole|SP98","O"
"14730002","49.16711,-0.28803","A","Autoroute de Normandie","GIBERVILLE","14730","01:00","01:00",,,"E10|Gazole|SP98|GPLc","O"
"14680001","49.04543,-0.3238","R","VARENDES","BRETTEVILLE-SUR-LAIZE","14680","01:00","01:00",,"Automate CB|Boutique alimentaire|Vente de gaz domestique","Gazole|SP98|SP95","O"
"14970001","49.23708,-0.28543","R","AVENUE DE CAEN","BENOUVILLE","14970","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Vente de gaz domestique|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Boutique alimentaire|Restauration sur place","E10|Gazole|SP98|SP95","O"
"15200004","45.2225,2.34049","R","Avenue de la Gare","Mauriac","15200","01:00","01:00",,"Automate CB|Vente de gaz domestique|Station de lavage","Gazole|SP98|SP95","O"
"15100005","45.0379560774,3.06524943213","R","Route d'Aurillac","SAINT-FLOUR","15100","01:00","01:00",,"Automate CB|Vente de gaz domestique|GPL|Station de gonflage|Station de lavage|Piste poids lourds","Gazole|SP98|GPLc|SP95","O"
"15100008","45.3313357919,6.5360313083","R","les menuires","LES MENUIRES","73440","01:00","01:00",,"Automate CB|Toilettes publiques|Vente de gaz domestique|Vente de fioul domestique|Carburant qualité supérieure|Station de gonflage|Station de lavage","Gazole|SP98|SP95","O"
"15000014","44.9333844678,2.45007665476","R","15 BD JEAN JAURES","AURILLAC","15000","07:30","19:30","Dimanche","Carburant qualité supérieure","Gazole|SP95","O"
"15000012","44.91394,2.42741","R","Avenue de Conthe","AURILLAC","15000","07:30","18:30","Dimanche","Automate CB|Vente de fioul domestique|Vente de pétrole lampant|GPL|Carburant qualité supérieure","Gazole|SP98|GPLc|SP95","O"
"14700001","48.8962986744,-0.192409332928","R","33 RUE GEORGES CLEMENCEAU","FALAISE","14700","01:00","01:00",,"Automate CB|Toilettes publiques|Espace bébé / change|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Restauration sur place|Vente de gaz domestique|Vente de pétrole lampant|Station de gonflage|Aire de camping-cars","Gazole|SP98|SP95","O"
"15500006","45.25592,3.19866","R","Avenue du Général de Gaulle","MASSIAC","15500","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Boutique non alimentaire|Carburant qualité supérieure|Piste poids lourds","E10|Gazole|SP95","O"
"14700004","48.90689,-0.2087","R","2 Rue Louis Rochet","FALAISE","14700","08:00","19:30","Dimanche","Automate CB|Vente de gaz domestique|GPL|Station de gonflage|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Location de véhicule|Piste poids lourds","Gazole|SP98|GPLc|SP95","O"
"14520004","49.34231,-0.75209","R","Impasse des Goélands","Port-en-Bessin-Huppain","14520","01:00","01:00",,"Lavage haute-pression|Vente de gaz domestique","Gazole|SP98|SP95","O"
"14700006","48.88474,-0.20334","R","Route de Putanges","FALAISE","14700","01:00","01:00",,"Automate CB|Vente de gaz domestique|Station de lavage","Gazole|SP98|SP95","O"
"16000003","45.6598055866,0.165332624577","R","BOULEVARD DU 8 MAI 1945","ANGOULêME","16000","06:00","22:00",,"Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de lavage|Lavage multi-programmes|Station de gonflage","E10|Gazole|SP98","O"
"15100004","45.03382,3.10774","R","41 Avenue de la République","SAINT-FLOUR","15100","01:00","01:00",,"Baie de service auto|Automate CB|Toilettes publiques|Boutique non alimentaire|Vente de gaz domestique|Vente de fioul domestique|Station de gonflage|Station de lavage|Lavage haute-pression|Piste poids lourds|Location de véhicule","Gazole|SP95","O"
"15300004","45.10839,2.87932","R","Route de Riom Es Montagne","Murat","15300","01:00","01:00",,"Automate CB","Gazole|SP98|SP95","O"
"14800001","49.3526643961,0.091166654757","R","ROUTE DE PARIS","DEAUVILLE","14800","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|GPL|Carburant qualité supérieure|Lavage multi-programmes|Station de gonflage|Baie de service auto|Piste poids lourds|Restauration à emporter|Vente de gaz domestique|Location de véhicule","E10|Gazole|SP98","O"
"14800006","49.3466365955,0.0954241373669","R","Route Nationale","TOUQUES","14800","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Espace bébé / change|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique|Carburant qualité supérieure|Piste poids lourds|Laverie|Location de véhicule","Gazole|SP98|SP95","O"
"15100010","45.00823,3.13529","R","zac du crozatier","Saint-Georges","15100","06:00","23:00",,"Automate CB|Toilettes publiques|Douches|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Restauration sur place|Bar|Vente de gaz domestique|Carburant qualité supérieure|GPL|Station de gonflage|Lavage haute-pression|Aire de camping-cars|Piste poids lourds|Espace bébé / change","E10|Gazole|GPLc|SP95","O"
"15300003","45.10616,2.86291","R","La Croix Jolie","Murat","15300","09:00","19:00","Dimanche","Automate CB|Vente de gaz domestique|Station de lavage","Gazole|SP98|SP95","O"
"15110002","44.85651,3.007","R","AVENUE DU DOCTEUR MALLET","Chaudes-Aigues","15110","01:00","01:00",,,"","O"
"15250001","44.98584,2.41672","R","AV.DE LA PRADE","Jussac","15250","08:00","20:30",,"Automate CB|Carburant qualité supérieure|Lavage multi-programmes|Station de gonflage|Baie de service auto|Piste poids lourds|Vente de gaz domestique","Gazole|SP95","O"
"15200001","45.2150220751,2.34471749059","R","AVENUE D'AURILLAC MARSALOU","MAURIAC","15200","01:00","01:00",,"Automate CB|Vente de gaz domestique|Station de gonflage|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de pétrole lampant|GPL|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Aire de camping-cars|Location de véhicule|Piste poids lourds","E10|Gazole|SP98|SP95","O"
"14920001","49.2417780135,-0.371875008932","R","LIEU DIT MANOIR ET CLOS DU PIN","Mathieu","14920","01:00","01:00",,,"E10|Gazole|SP98","O"
"16000005","45.63158,0.14861","R","Boulevard Jean Moulin","Angoulême","16000","01:00","01:00",,,"Gazole|SP98|SP95","O"
"14880002","49.2773699571,-0.317569581133","R","route de caen","HERMANVILLE-SUR-MER","14880","07:00","19:00","Dimanche","Vente de gaz domestique|Station de gonflage|Baie de service auto","Gazole|SP95","O"
"14800003","49.35733,0.0852","R","Route de Paris","DEAUVILLE","14800","08:00","19:00",,"Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Carburant qualité supérieure|Station de gonflage","E10|Gazole","O"
"15000008","44.91572,2.43189","R","66 Rue de Firminy","AURILLAC","15000","01:00","01:00",,"Vente de gaz domestique|Location de véhicule|Automate CB|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Restauration sur place|Bar|Station de gonflage","E10|Gazole|SP98|SP95","O"
"15100003","45.0384303069,3.08735571173","R","10, Avenue de la Fontlong","SAINT-FLOUR","15100","01:00","01:00",,"Automate CB","E10|Gazole|SP95","O"
"15004002","44.91712,2.44069","R","Rue de la Jordanne","AURILLAC","15000","01:00","01:00",,"Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique","E10|Gazole|SP95","O"
"15220001","44.8587,2.29237","R","RN 122","Saint-Mamet-la-Salvetat","15220","01:00","01:00",,,"Gazole|SP98|SP95","O"
"16021001","45.65826,0.18145","R","27 Rue de Lunesse","Angoulême","16000","01:00","01:00",,"Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Automate CB|Toilettes publiques|Restauration à emporter|Restauration sur place|Bar|Station de gonflage|Station de lavage|Lavage multi-programmes|Baie de service auto","Gazole|E85|SP98|SP95","O"
"15190001","45.33826,2.76036","R","ROUTE DU STADE","Condat","15190","01:00","01:00",,"Automate CB|Toilettes publiques|Station de gonflage|Piste poids lourds","Gazole|SP98|SP95","O"
"15310001","45.0573100874,2.42245284693","R","le bourg","SAINT CERNIN","15310","08:00","19:30",,"Toilettes publiques|Boutique non alimentaire|Vente de gaz domestique|Vente de fioul domestique|Vente de pétrole lampant|Carburant qualité supérieure|Station de gonflage|Station de lavage|Lavage haute-pression|Baie de service auto|Piste poids lourds","Gazole|SP98|SP95","O"
"16100001","45.68397,-0.30463","R","40 rue de l'Annisserie","Châteaubernard","16100","01:00","01:00",,"Automate CB|Vente de gaz domestique|GPL|Station de gonflage|Piste poids lourds|Restauration sur place|Bar|Vente de fioul domestique|Carburant qualité supérieure|Lavage multi-programmes","Gazole|SP98|GPLc|SP95","O"
"16000004","45.66052,0.1402","R","186 Rue de Saintes","Angoulême","16000","07:30","19:30","Dimanche","Vente de gaz domestique","Gazole|SP98|SP95","O"
"14700005","48.8918828768,-0.179173915009","R","ROUTE DE TRUN","FALAISE","14700","07:30","19:00","Dimanche","Station de gonflage|Location de véhicule","Gazole|SP98|SP95","O"
"14600001","49.4130854838,0.250173033563","R","COURS JEAN DE VIENNE","HONFLEUR","14600","07:00","21:00",,"Automate CB|Boutique alimentaire|GPL|Carburant qualité supérieure|Lavage multi-programmes|Station de gonflage|Station de lavage|Vente de gaz domestique|Piste poids lourds|Boutique non alimentaire|Restauration à emporter|Location de véhicule","E10|Gazole|SP98|GPLc","O"
"15300006","45.10704,2.86345","R","Chemin de la Croix Jolie","Murat","15300","01:00","01:00","Dimanche","Automate CB|Carburant qualité supérieure","Gazole","O"
"15210001","45.3399,2.4344","R","Rue de la République","Ydes","15210","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Douches|Espace bébé / change|Laverie|Relais colis|Restauration à emporter|Restauration sur place|Bar|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Vente de fioul domestique|Vente de pétrole lampant|GPL|Carburant qualité supérieure|Aire de camping-cars|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Location de véhicule|Piste poids lourds","Gazole|SP98|SP95","O"
"14540001","49.1401163603,-0.300508505075","R","route de Caen","SOLIERS","14540","01:00","01:00",,"Vente de gaz domestique","Gazole|SP98|SP95","O"
"15100001","45.03067,3.09364","R","Avenue de Verdun","SAINT-FLOUR","15100","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|Vente de fioul domestique|GPL|Carburant qualité supérieure|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds","Gazole|SP95","O"
"14670001","49.18238,-0.1818","R","route de rouen","TROARN","14670","01:00","01:00","Dimanche","Automate CB|Vente de gaz domestique|Vente de pétrole lampant|Station de gonflage|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Aire de camping-cars|Location de véhicule|Piste poids lourds","Gazole|SP98|SP95","O"
"15700004","45.13329,2.22416","R","Rue du Bournat","Pleaux","15700","01:00","01:00","Dimanche","Automate CB","Gazole|SP98|SP95","O"
"14740001","49.215635177,-0.504957540195","R","RUE HECTOR MALOT","BRETTEVILLE L'ORGUEILLEUSE","14740","01:00","01:00",,"Automate CB","E10|Gazole|SP95","O"
"15290001","44.85531,2.23329","R","35 Avenue du 15 Septembre 1945","Le Rouget","15290","01:00","01:00",,"Automate CB|Toilettes publiques|Boutique non alimentaire|Vente de gaz domestique|Vente de fioul domestique|Vente de pétrole lampant|Station de gonflage|Lavage haute-pression","Gazole|SP98|SP95","O"
"15110003","44.85651,3.007","R","Avenue du Docteur Louis Mallet","Chaudes-Aigues","15110","01:00","01:00",,,"E10|Gazole|SP95","O"
"14800005","49.35023,0.09044","R","Route de Paris","TOUQUES","14800","09:00","19:15",,"Automate CB|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique","E10|Gazole|SP98|SP95","O"
"14760001","49.16575,-0.41597","R","ROUTE DE BRETAGNE","BRETTEVILLE-SUR-ODON","14760","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|GPL|Carburant qualité supérieure|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds|Vente de gaz domestique|Station de lavage","E10|Gazole|E85|SP98|GPLc","O"
"14800008","49.3557300652,0.0707455429697","R","Avenue de la République","TOURGéVILLE","14800","07:00","20:30",,"Toilettes publiques|Relais colis|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique|Carburant qualité supérieure|GPL|Station de gonflage|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Baie de service auto|Location de véhicule|Espace bébé / change","E10|Gazole|SP98|GPLc|SP95","O"
"16000002","45.656,0.16981","R","53 Avenue de Lattre de Tassigny","ANGOULêME","16000","06:00","21:30",,"Boutique alimentaire|Carburant qualité supérieure|Lavage multi-programmes|Station de gonflage|Toilettes publiques|Vente de gaz domestique","E10|Gazole|SP98","O"
"14990002","49.3336902593,-0.413107224523","R","VOIE DU DEBARQUEMENT","BERNIERES SUR MER","14990","01:00","01:00",,"Automate CB|Toilettes publiques|Laverie|Vente de gaz domestique|Vente de pétrole lampant|Station de gonflage|Station de lavage","Gazole|SP98|SP95","O"
"15300007","45.0789801893,2.93741351401","R","Le Bourg","Ussel","15300","06:30","23:00",,"Relais colis|Restauration sur place|Bar|Vente de gaz domestique","Gazole","O"
"14970002","49.26261,-0.28171","R","ROUTE DE OUISTREHAM","SAINT AUBIN D'ARQUENAY","14970","01:00","01:00",,"Relais colis|Vente de gaz domestique|Automate CB|Toilettes publiques|Boutique alimentaire|Restauration à emporter","Gazole|SP98|SP95","O"
"14800007","49.35124,0.0573","R","ROUTE DE CAEN","TOURGEVILLE","14800","06:00","22:00",,"Toilettes publiques|Relais colis|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique|Carburant qualité supérieure|Station de gonflage|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Piste poids lourds","E10|Gazole|SP98","O"
"15000013","44.9094,2.44629","R","149 Avenue du Général Leclerc","AURILLAC","15000","01:00","01:00","Dimanche","Automate CB|Carburant qualité supérieure","Gazole|SP98|SP95","O"
"15400001","45.27999,2.66163","R","Avenue Fernand Brun","RIOM-ÈS-MONTAGNES","15400","01:00","01:00","Mercredi","Automate CB|Boutique non alimentaire|Carburant qualité supérieure|Lavage haute-pression|Station de gonflage|Piste poids lourds|Toilettes publiques|Bar|Vente de gaz domestique|Station de lavage|Aire de camping-cars","","N"
"15100002","45.0337567168,3.105885676","R","31 Avenue de la République","SAINT-FLOUR","15100","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|Vente de fioul domestique|GPL|Carburant qualité supérieure|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds","E10|Gazole|SP98","O"
"15250004","44.99661,2.42166","R","Avenue de la Plaine","JUSSAC","15250","01:00","01:00",,"Automate CB|Boutique alimentaire|Vente de gaz domestique|Piste poids lourds","E10|Gazole|SP95","O"
"15110001","44.85632,3.00654","R","AV. DU MALLET","Chaudes-Aigues","15110","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|Carburant qualité supérieure|Lavage multi-programmes|Lavage haute-pression|Station de gonflage|Baie de service auto|Piste poids lourds|Vente de gaz domestique","Gazole|SP95","O"
"15400003","45.28185,2.665","R","Impasse du Sedour","Riom-Ès-Montagnes","15400","01:00","01:00",,"Automate CB|Vente de gaz domestique","Gazole|SP98|SP95","O"
"14700007","48.88704,-0.19123","R","Route d'Argentan","FALAISE","14700","07:00","19:30","Dimanche","Toilettes publiques|Boutique non alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de gonflage|Lavage haute-pression|Vente de fioul domestique","E10|Gazole|SP98","O"
"14730001","49.16646,-0.27567","A","AUTOROUTE A13 AIRE DE GIBERVILLE SUD","Giberville","14730","01:00","01:00",,"Toilettes publiques|Douches|Espace bébé / change|Restauration à emporter|Restauration sur place|Bar|Boutique alimentaire|Boutique non alimentaire|GPL|Carburant qualité supérieure|Station de gonflage","E10|Gazole|GPLc","O"
"14520002","49.34761,-0.80672","R","45 ROUTE D'OMAHA","STE HONORINE DES PERTES","14520","08:00","19:30","Lundi","Toilettes publiques|Vente de gaz domestique|Station de gonflage|Lavage haute-pression|Aire de camping-cars|Piste poids lourds","Gazole|SP95","O"
"14600004","49.39698,0.21146","R","Route de Trouville","Équemauville","14600","01:00","01:00",,"Automate CB|Vente de gaz domestique|Station de lavage","E10|Gazole|SP98","O"
"14700003","48.88841,-0.19101","R","Route de Tours","FALAISE","14700","07:00","19:30","Dimanche","Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique|Vente de fioul domestique|Station de gonflage|Station de lavage|Lavage multi-programmes|Lavage haute-pression|Piste poids lourds","","O"
"14730003","49.17251,-0.2802","R","21 Route de Rouen","GIBERVILLE","14730","07:30","20:00","Dimanche","Boutique alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de gonflage|Lavage multi-programmes|Baie de service auto|Piste poids lourds","Gazole|SP98|SP95","O"
"15500003","45.26265,3.20012","R","PRE CHAMBON","Massiac","15500","01:00","01:00","Dimanche","Automate CB|Vente de gaz domestique|Carburant qualité supérieure|Station de lavage|Lavage haute-pression|Station de gonflage","Gazole|SP98|SP95","O"
"15600003","44.7181520748,2.20984693261","R","LE PONT ROUGE RN 122","Saint-Étienne-de-Maurs","15600","01:00","01:00",,"Automate CB|Piste poids lourds|Station de gonflage|Vente de gaz domestique","E10|Gazole|SP98|SP95","O"
"15400004","45.27999,2.66167","R","Avenue Fernand Brun","Riom-Ès-Montagnes","15400","01:00","01:00","Lundi","Bar|Carburant qualité supérieure|Douches|Piste poids lourds|Station de gonflage|Station de lavage|Toilettes publiques|Vente de gaz domestique","Gazole|SP95","O"
"15100009","45.03291,3.10034","R","Rue du 11 novembre","SAINT FLOUR","15100","01:00","01:00",,,"Gazole|SP95","O"
"14980002","49.20324,-0.46472","R","LA CROIX VAUTIER","ROTS","14980","01:00","01:00","Dimanche","Automate CB|Vente de gaz domestique|GPL|Station de gonflage|Aire de camping-cars|Vente de fioul domestique","E10|Gazole|GPLc|SP95","O"
"15100006","45.03471,3.08871","R","6, avenue Léon Bélard","SAINT-FLOUR","15100","01:00","01:00",,"Automate CB|Vente de gaz domestique|Station de lavage|Lavage haute-pression","Gazole|SP98|SP95","O"
"14980001","49.20104,-0.48156","R","13 Route de Bayeux","Rots","14980","06:00","22:00",,"Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|GPL|Carburant qualité supérieure|Station de gonflage","E10|Gazole|GPLc","O"
"15000009","44.90916,2.44627","R","120 Avenue du Général Leclerc","Aurillac","15000","01:00","01:00",,"Vente de gaz domestique|Station de lavage","E10|Gazole|SP95","O"
"15250003","44.93819,2.32425","R","Route d'Aurillac","Saint-Paul-des-Landes","15250","01:00","01:00",,"Lavage haute-pression|Automate CB|Carburant qualité supérieure|Piste poids lourds|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Station de gonflage|Station de lavage","E10|Gazole|SP98","O"
"15800002","44.98092,2.62815","R","Allée des Tilleuls","Vic-sur-Cère","15800","01:00","01:00",,"Automate CB|Boutique alimentaire|Vente de gaz domestique","Gazole|SP98|SP95","O"
"15400002","45.28327,2.65993","R","PLACE DU MONUMENT","Riom-Ès-Montagnes","15400","08:00","19:30","Dimanche","Station de lavage","Gazole|SP98|SP95","O"
"67130002","48.49433,7.25104","R","Rue de la Creuse Fontaine","Russ","67130","01:00","01:00",,"Automate CB|Vente de gaz domestique|Piste poids lourds","E10|Gazole|SP98|SP95","O"
"67220004","48.3268,7.33319","R","Route de Villé","SAINT-MAURICE","67220","01:00","01:00","Dimanche","Automate CB|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de lavage|Lavage multi-programmes|Baie de service auto","E10|Gazole|SP95","O"
"67100002","48.55335,7.74414","R","250 Avenue de Colmar","Strasbourg","67100","01:00","01:00",,,"E10|Gazole|SP98","O"
"67000024",,"R","TEST","TEST","67000","17:10","13:10",,,"","N"
"67200008","48.59265,7.72359","R","31 Route de Mittelhausbergen","STRASBOURG","67200","06:30","19:00",,"Toilettes publiques|Boutique alimentaire|Vente de gaz domestique|Carburant qualité supérieure|Station de lavage|Lavage multi-programmes|Station de gonflage","Gazole|SP98|SP95","O"
"67129001","48.526165974,7.49359007146","R","1 RUE MERCURE","MOLSHEIM","67120","01:00","01:00",,"Automate CB|Vente de gaz domestique|GPL|Station de gonflage|Piste poids lourds","Gazole|E85|SP98|SP95","O"
"67000018","48.58697,7.7617","R","1 rue Saint Léon","STRASBOURG","67000","01:00","01:00",,,"","O"
"67140001","48.40347,7.45586","R","15 Route du Hohwald","BARR","67140","01:00","01:00",,"Piste poids lourds","Gazole|SP98|SP95","O"
"67240003","48.77032,7.85204","R","68 Rue du Général Rampont","Bischwiller","67240","01:00","01:00",,"Automate CB|Vente de gaz domestique","Gazole|SP98|SP95","O"
"67230001","48.37153,7.59016","R","4 Rue du Relais","BENFELD","67230","01:00","01:00",,"Piste poids lourds","","N"
"66530001","42.7766803841,2.91662729788","R","Route du Barcares","CLAIRA","66530","01:00","01:00",,"Vente de gaz domestique|GPL|Piste poids lourds","E10|Gazole|SP98|GPLc|SP95","O"
"67205001","48.61203,7.68675","R","256, route de Mittelhausbergen","STRASBOURG","67200","01:00","01:00",,"Location de véhicule|Automate CB|Vente de gaz domestique|Vente de fioul domestique|Station de lavage|Lavage haute-pression|Restauration sur place","E10|Gazole|SP98|SP95","O"
"67114001","48.4812794887,7.72638985708","R","25, rue du Tramway","ESCHAU","67114","01:00","01:00",,"Automate CB|Boutique alimentaire|Boutique non alimentaire|Restauration à emporter|Vente de gaz domestique|Vente de fioul domestique|Carburant qualité supérieure|Station de gonflage|Location de véhicule|Restauration sur place|Bar|Piste poids lourds","E10|Gazole|SP98|SP95","O"
"67000002","48.6185101429,7.79016168155","R","Route de la Wantzenau","STRASBOURG","67000","01:00","01:00",,"Vente de gaz domestique","E10|Gazole|SP98|SP95","O"
"67130004","48.48353,7.21762","R","Rue de l'Ancien Sanatorium","SCHIRMECK","67130","01:00","01:00",,"Station de gonflage","Gazole|SP98|SP95","O"
