Address;Cars;Bluecar counter;Utilib counter;Utilib 1.4 counter;Charge Slots;Charging Status;City;Displayed comment;ID;Kind;Geo point;Postal code;Public name;Rental status;Scheduled at;Slots;Station type;Status;Subscription status
6 avenue de Verdun;0;0;0;1;0;nonexistent;Montrouge;;montrouge-verdun-6;STATION;48.8115861, 2.3158755;92120;Montrouge/Verdun/6;operational;;4;station;ok;nonexistent
6 avenue du Mahatma Gandhi;3;3;0;1;0;nonexistent;Paris;;paris-mahatmagandhi-6;STATION;48.876733, 2.265867;75016;Paris/Mahatma Gandhi/6;operational;;0;station;ok;nonexistent
19 rue Brémontier;1;1;0;0;0;operational;Paris;;paris-bremontier-19;STATION;48.8849507, 2.3035012;75017;Paris/Brémontier/19;operational;;3;station;ok;nonexistent
171 boulevard Saint-Germain;0;0;0;0;0;nonexistent;Paris;;paris-saintgermaindespres-parking;PARKING;48.85421, 2.33117;75006;Paris/Saint-Germain des Prés/Parking;broken;;0;station;closed;nonexistent
15 avenue Émile Deschanel;2;2;0;0;0;operational;Paris;;paris-emiledeschanel-15;STATION;48.8556902, 2.3022442;75007;Paris/Émile Deschanel/15;operational;;2;station;ok;nonexistent
19 place de la Madeleine;2;2;0;0;0;nonexistent;Paris;;paris-madeleinetronchet-parking;PARKING;48.87086, 2.32441;75008;Paris/Madeleine Tronchet/Parking;operational;;4;station;ok;nonexistent
20 avenue Ledru Rollin;3;3;0;0;0;operational;Paris;;paris-ledrurollin-20;STATION;48.8465185, 2.3692152;75012;Paris/Ledru Rollin/20;operational;;0;station;ok;nonexistent
2 square Tolstoï;1;1;0;0;1;operational;Paris;;paris-squaretolstoi-2;STATION;48.8531, 2.2616981;75016;Paris/Square Tolstoï/2;operational;;4;station;ok;nonexistent
35 rue Vauvenargues;0;0;0;0;0;operational;Paris;;paris-vauvenargues-35;STATION;48.8945095, 2.3320844;75018;Paris/Vauvenargues/35;operational;;2;station;ok;nonexistent
1 allée de Gascogne;0;0;1;0;0;nonexistent;Nanterre;;nanterre-gascogne-1;STATION;48.8998, 2.214586;92000;Nanterre/Gascogne/1;operational;;5;station;ok;nonexistent
16 avenue du Général Malleret;3;3;0;0;0;nonexistent;Alfortville;;alfortville-malleret-16;SPACE;48.802512, 2.425589;94140;Alfortville/Malleret/16;operational;;2;full_station;ok;operational
3 avenue Lavoisier;2;2;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-lavoisier-3;STATION;48.8832165, 2.1713037;92500;Rueil-Malmaison/Lavoisier/3;operational;;0;station;ok;nonexistent
23 avenue du Général de Gaulle;3;3;0;0;0;nonexistent;Gennevilliers;;gennevilliers-degaulle-23;STATION;48.93368, 2.306482;92230;Gennevilliers/De Gaulle/23;operational;;3;station;ok;nonexistent
3 rue Olivier de Serres;0;0;0;0;1;operational;Paris;;paris-olivierdeserres-3;STATION;48.8370178, 2.2986736;75015;Paris/Olivier de Serres/3;operational;;6;station;ok;nonexistent
45 rue du Général Leclerc;1;1;0;0;0;nonexistent;Bois-Colombes;;boiscolombes-leclerc-45;STATION;48.9151496, 2.2692674;92270;Bois-Colombes/Leclerc/45;operational;;3;station;ok;nonexistent
161 boulevard Bineau;0;0;0;0;0;nonexistent;Neuilly-sur-Seine;;neuillysurseine-bineau-161;STATION;48.8908845, 2.270197;92200;Neuilly-sur-Seine/Bineau/161;broken;;0;station;closed;nonexistent
2 avenue Charles de Gaulle;5;5;0;0;0;nonexistent;Le Chesnay;;lechesnay-charlesdegaulle-2;STATION;48.8291166, 2.1165247;78150;Le Chesnay/Charles de Gaulle/2;operational;;0;station;ok;broken
7 rue Pottier;0;0;0;0;0;nonexistent;Le Chesnay;;lechesnay-pottier-7;STATION;48.8259744, 2.1259591;78150;Le Chesnay/Pottier/7;operational;;6;station;ok;nonexistent
18 rue Pasteur;7;7;0;0;0;nonexistent;Saint-Cloud;;saintcloud-pasteur-18;STATION;48.84203, 2.203811;92210;Saint-Cloud/Pasteur/18;operational;;0;station;ok;nonexistent
44 rue de Fontenay;1;1;0;0;0;nonexistent;Vincennes;;vincennes-fontenay-44;STATION;48.84779, 2.44345;94300;Vincennes/Fontenay/44;operational;;2;station;ok;nonexistent
111 rue Buzenval;4;4;0;0;0;nonexistent;Garches;;garches-buzenval-111;STATION;48.8519609, 2.2044093;92380;Garches/Buzenval/111;operational;;1;station;ok;nonexistent
5 boulevard de Bercy;4;4;0;0;0;operational;Paris;;paris-bercy-5;STATION;48.8403578, 2.378739;75112;Paris/Bercy/5;operational;;0;station;ok;nonexistent
202 avenue des Forgerons;4;4;0;0;0;nonexistent;Aubervilliers;;aubervilliers-forgerons-202;STATION;48.903407, 2.368173;93300;Aubervilliers/Forgerons/202;operational;;2;station;ok;nonexistent
45 rue Worth;3;3;0;0;0;nonexistent;Suresnes;;suresnes-worth-45;STATION;48.8713036, 2.22119451;92150;Suresnes/Worth/45;operational;;3;station;ok;nonexistent
16 rue du Télégraphe;0;0;0;0;1;operational;Paris;;paris-telegraphe-16;STATION;48.8723314, 2.3995098;75020;Paris/Télégraphe/16;operational;;5;station;ok;nonexistent
1 rue Henry Espaullard;4;4;0;0;0;nonexistent;Noisy-le-Sec;;noisylesec-henryespaullard-1;STATION;48.9022488, 2.4676334;93130;Noisy-le-Sec/Henry Espaullard/1;operational;;2;station;ok;nonexistent
25 avenue Georges Clémenceau;4;4;0;1;0;nonexistent;Neuilly-Plaisance;;neuillyplaisance-georgesclemenceau-25;STATION;48.8618674, 2.5037509;93360;Neuilly-Plaisance/Georges Clémenceau/25;operational;;0;station;ok;nonexistent
6 place du Président Mithouard;1;1;0;0;0;operational;Paris;;paris-mithouard-6;STATION;48.8512827, 2.3129161;75007;Paris/Mithouard/6;operational;;5;station;ok;nonexistent
135 avenue de Verdun;0;0;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-verdun-135;STATION;48.81855, 2.25291;92130;Issy-les-Moulineaux/Verdun/135;operational;;4;station;ok;nonexistent
42 rue Gardenat Lapostol;4;4;0;0;0;nonexistent;Suresnes;;suresnes-gardenatlapostol-42;STATION;48.87394, 2.224003;92150;Suresnes/Gardenat Lapostol/42;operational;;0;station;ok;nonexistent
20 boulevard de la Bastille;4;4;0;0;0;operational;Paris;;paris-bastille-20;STATION;48.84837, 2.367915;75012;Paris/Bastille/20;operational;;0;station;ok;nonexistent
1 rue Françoise Dolto;2;2;0;0;1;operational;Paris;;paris-francoisedolto-1;STATION;48.82934, 2.382635;75013;Paris/Françoise Dolto/1;operational;;1;station;ok;nonexistent
127 rue de Verdun;0;0;0;0;0;nonexistent;Bagneux;;bagneux-verdun-127;STATION;48.8019167, 2.321829;92220;Bagneux/Verdun/127;operational;;6;station;ok;nonexistent
55 avenue de Ségur;3;3;0;0;2;operational;Paris;;paris-segur-55;STATION;48.8492973, 2.3077697;75007;Paris/Ségur/55;operational;;3;station;ok;nonexistent
26 rue Berbier du Mets;0;0;0;0;0;nonexistent;Paris;;paris-berbierdumets-26;STATION;48.8356, 2.350015;75013;Paris/Berbier du Mets/26;operational;;3;station;ok;nonexistent
52 boulevard de Charonne;4;4;0;0;1;operational;Paris;;paris-charonne-52;STATION;48.8518536, 2.3982137;75020;Paris/Charonne/52;operational;;2;station;ok;nonexistent
33 route du Pavé des Gardes;4;4;0;0;0;nonexistent;Chaville;;chaville-pavedesgardes-33;STATION;48.80551, 2.184925;92370;Chaville/Pavé des Gardes/33;operational;;2;station;ok;nonexistent
3 bis rue Terre Neuve;2;2;0;0;0;nonexistent;Meudon;;meudon-terreneuve-3;STATION;48.8077664, 2.2350182;92190;Meudon/Terre Neuve/3;operational;;4;station;ok;nonexistent
30 avenue de Verdun;4;4;0;0;0;nonexistent;Villeneuve-la-Garenne;;villeneuvelagarenne-verdun-30;STATION;48.935552, 2.332598;92390;Villeneuve-la-Garenne/Verdun/30;operational;;2;station;ok;operational
71 rue Marx Dormoy;4;4;0;0;0;nonexistent;Fontenay-aux-Roses;;fontenayauxroses-marxdormoy-71;STATION;48.794247, 2.297986;92260;Fontenay-aux-Roses/Marx Dormoy/71;operational;;2;station;ok;nonexistent
3 rue Jean Veber;3;3;0;0;0;operational;Paris;;paris-jeanveber-3;STATION;48.8624944, 2.4096676;75020;Paris/Jean Veber/3;operational;;2;station;ok;nonexistent
32 boulevard des Invalides;0;0;0;0;0;nonexistent;Paris;;paris-invalides-32;STATION;48.85206, 2.314345;75007;Paris/Invalides/32;operational;;3;station;ok;nonexistent
116 rue de Reuilly;0;0;0;0;0;operational;Paris;;paris-reuilly-116;STATION;48.840277, 2.3946269;75012;Paris/Reuilly/116;operational;;1;station;ok;nonexistent
3 place Richelieu;5;5;0;1;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-richelieu-3;STATION;48.87339, 2.182237;92500;Rueil-Malmaison/Richelieu/3;operational;;0;station;ok;nonexistent
2 rue de Martignac;4;4;0;0;0;operational;Paris;;paris-martignac-2;STATION;48.8593659, 2.3195393;75007;Paris/Martignac/2;operational;;0;station;ok;nonexistent
120 boulevard Auguste Blanqui;2;2;0;0;1;operational;Paris;;paris-augusteblanqui-120;STATION;48.83164, 2.342243;75013;Paris/Auguste Blanqui/120;operational;;3;station;ok;nonexistent
22 rue de Lorraine;2;2;0;0;0;nonexistent;Paris;;paris-lorraine-22;STATION;48.8857, 2.3833508;75019;Paris/Lorraine/22;operational;;2;station;ok;nonexistent
3 rue Jean Jaurès;1;1;0;0;0;nonexistent;Fontenay-aux-Roses;;fontenayauxroses-jeanjaures-3;SPACE;48.7906824, 2.28727;92260;Fontenay-aux-Roses/Jean Jaurès/3;operational;;3;full_station;ok;operational
95 rue des Morillons;1;1;0;0;2;operational;Paris;;paris-morillons-95;STATION;48.8319972, 2.3048474;75015;Paris/Morillons/95;operational;;5;station;ok;nonexistent
7 rue du Colonel Driant;1;1;0;1;0;nonexistent;Paris;;paris-coloneldriant-7;STATION;48.8633915, 2.3403966;75001;Paris/Colonel Driant/7;operational;;1;station;ok;nonexistent
1 place Saint Gervais;5;5;0;0;0;operational;Paris;;paris-saintgervais-1;STATION;48.855842, 2.354055;75004;Paris/Saint Gervais/1;operational;;0;station;ok;nonexistent
76 rue de la Victoire;1;1;0;0;1;operational;Paris;;paris-victoire-76;STATION;48.8753135, 2.332521;75009;Paris/Victoire/76;operational;;3;station;ok;nonexistent
3 rue de Bérite;4;4;0;0;0;nonexistent;Paris;;paris-berite-3;STATION;48.847875, 2.3239783;75006;Paris/Bérite/3;operational;;0;station;ok;nonexistent
1 avenue Anatole France;2;2;0;0;0;nonexistent;Pantin;;pantin-anatolefrance-1;STATION;48.8946957, 2.4254593;93500;Pantin/Anatole France/1;operational;;3;station;ok;nonexistent
79 rue de Lourmel;3;3;0;0;0;nonexistent;Paris;;paris-lourmel-79;STATION;48.8451076, 2.287503;75015;Paris/Lourmel/79;operational;;1;station;ok;nonexistent
6 rue Rochambeau;1;1;0;0;0;broken;Paris;;paris-rochambeau-6;STATION;48.8774174, 2.3465915;75009;Paris/Rochambeau/6;operational;;3;station;ok;nonexistent
37 rue de Dantzig;0;0;0;0;0;operational;Paris;;paris-dantzig-37;STATION;48.8335103, 2.2987201;75015;Paris/Dantzig/37;operational;;5;station;ok;nonexistent
44 avenue de la Marne;2;2;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-marne-44;STATION;48.9073637, 2.2830507;92600;Asnières-sur-Seine/Marne/44;operational;;3;station;ok;nonexistent
74 rue Vasco de Gama;0;0;0;1;0;nonexistent;Paris;;paris-vascodegama-74;STATION;48.835427, 2.2851648;75015;Paris/Vasco de Gama/74;operational;;0;station;ok;nonexistent
1 rue Fernand Labori;0;0;0;0;2;operational;Paris;;paris-fernandlabori-1;STATION;48.898303, 2.3423252;75018;Paris/Fernand Labori/1;operational;;6;station;ok;nonexistent
80 rue Didot;0;0;0;0;0;nonexistent;Paris;;paris-didot-80;STATION;48.8287242, 2.3165845;75014;Paris/Didot/80;operational;;1;station;ok;nonexistent
23 rue du Départ;2;2;0;0;1;operational;Paris;;paris-depart-23;STATION;48.842173, 2.323305;75014;Paris/Départ/23;operational;;3;station;ok;nonexistent
55 boulevard de la Villette;2;2;0;0;0;operational;Paris;;paris-villette-55;STATION;48.87565, 2.372715;75010;Paris/Villette/55;operational;;2;station;ok;nonexistent
80 rue François Miron;0;0;0;0;0;operational;Paris;;paris-francoismiron-80;STATION;48.8553672, 2.3591939;75004;Paris/François Miron/80;operational;;4;station;ok;nonexistent
8 rue Danton;4;4;0;0;0;operational;Paris;;paris-danton-8;STATION;48.85262, 2.342107;75006;Paris/Danton/8;operational;;0;station;ok;nonexistent
21 rue Paul Bert;0;0;0;0;0;nonexistent;Arcueil;;arcueil-paulbert-21;STATION;48.8042795, 2.3288429;94110;Arcueil/Paul Bert/21;operational;;5;station;ok;nonexistent
7 boulevard d'Algérie;2;2;0;0;0;nonexistent;Paris;;paris-algerie-7;STATION;48.8799263, 2.4004487;75019;Paris/Algérie/7;operational;;2;station;ok;nonexistent
41 avenue de Verdun;3;3;0;0;0;nonexistent;La Garenne-Colombes;;lagarennecolombes-verdun-41;STATION;48.90387, 2.230934;92250;La Garenne-Colombes/Verdun/41;operational;;2;station;ok;nonexistent
175 avenue du 18 Juin 1940;5;5;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-18juin1940-175;STATION;48.8650741, 2.2053436;92500;Rueil-Malmaison/18 Juin 1940/175;operational;;0;station;ok;nonexistent
21 bis rue Notre-Dame des Victoires;2;2;0;0;0;nonexistent;Paris;;paris-notredamedesvictoires-21;STATION;48.8696994, 2.3423247;75002;Paris/Notre-Dame des Victoires/21;operational;;2;station;ok;nonexistent
11 rue Eugène Varlin;0;0;0;0;0;nonexistent;Villejuif;;villejuif-eugenevarlin-11;STATION;48.794223, 2.363047;94800;Villejuif/Eugène Varlin/11;operational;;6;station;ok;nonexistent
192 avenue Pierre Brossolette;1;1;0;0;0;nonexistent;Malakoff;;malakoff-pierrebrossolette-192;STATION;48.8139, 2.302489;92240;Malakoff/Pierre Brossolette/192;operational;;3;station;ok;nonexistent
2 boulevard Pesaro;3;3;0;0;0;nonexistent;Nanterre;;nanterre-pesaro-2;STATION;48.89709, 2.220012;92000;Nanterre/Pesaro/2;operational;;3;station;ok;nonexistent
4 rue Claude-Nicolas Ledoux;5;5;0;0;0;nonexistent;Créteil;;creteil-claudenicolasledoux-4;STATION;48.766, 2.470911;94000;Créteil/Claude-Nicolas Ledoux/4;operational;;0;station;ok;nonexistent
1 rue Claude Pernès;3;3;0;1;0;nonexistent;Rosny-sous-Bois;;rosnysousbois-claudepernes-1;SPACE;48.8728916, 2.4872191;93110;Rosny-sous-Bois/Claude Pernès/1;operational;;1;full_station;ok;operational
2 rue Henri Martin;2;2;0;1;0;nonexistent;Boulogne-Billancourt;;boulognebillancourt-henrimartin-2;STATION;48.8365078, 2.2524132;92100;Boulogne-Billancourt/Henri Martin/2;operational;;0;station;ok;nonexistent
6 rue de Londres;0;0;0;0;0;nonexistent;Paris;;paris-londres-6;STATION;48.8768536, 2.3302084;75009;Paris/Londres/6;broken;;0;station;closed;nonexistent
41 rue Didot;1;1;0;0;0;nonexistent;Paris;;paris-didot-41;STATION;48.8318566, 2.3202972;75014;Paris/Didot/41;operational;;2;station;ok;nonexistent
1 avenue du Général Sarrail;1;1;1;1;0;nonexistent;Paris;Station en parking (niv -1), accès av. gén Sarrail;paris-portedauteuil-parking;PARKING;48.84655, 2.25625;75016;Paris/Porte d'Auteuil/Parking;operational;;0;station;ok;nonexistent
61 boulevard Saint-Jacques;0;0;0;0;0;nonexistent;Paris;;paris-saintjacques1-parking;PARKING;48.83377, 2.33369;75014;Paris/Saint-Jacques 1/Parking;broken;;0;station;closed;nonexistent
2 place Joffre;0;0;0;0;0;nonexistent;Paris;;paris-joffreecolemilitaire-parking;PARKING;48.85425, 2.30503;75007;Paris/Joffre Ecole Militaire/Parking;operational;;6;station;ok;nonexistent
27 boulevard Gallieni;4;4;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-gallieni-27;STATION;48.8272976, 2.2678365;92130;Issy-les-Moulineaux/Gallieni/27;operational;;2;station;ok;nonexistent
152 avenue d'Argenteuil;1;1;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-argenteuil-152;STATION;48.9175117, 2.281802;92600;Asnières-sur-Seine/Argenteuil/152;operational;;4;station;ok;nonexistent
56 Rue Lacordaire;0;0;0;0;0;nonexistent;Paris;;paris-lacordaire-56;STATION;48.8412857, 2.2813956;75015;Paris/Lacordaire/56;broken;;0;station;closed;nonexistent
16 Rue Sofia;0;0;0;0;1;operational;Paris;;paris-sofia-16;STATION;48.8850068, 2.3475914;75018;Paris/Sofia/16;operational;;3;station;ok;nonexistent
205 Avenue Georges Clémenceau;5;5;0;0;0;nonexistent;Nanterre;;nanterre-georgesclemenceau-205;STATION;48.886018, 2.215877;92000;Nanterre/Georges Clémenceau/205;operational;;2;station;ok;nonexistent
81 Avenue de la Division Leclerc;0;0;0;0;0;nonexistent;Châtenay-Malabry;;chatenaymalabry-divisionleclerc-81;STATION;48.7622887, 2.2838864;92290;Châtenay-Malabry/Division Leclerc/81;broken;;0;station;closed;nonexistent
21 Rue Charles Drot;1;1;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-charlesdrot-21;STATION;48.876218, 2.187679;92500;Rueil-Malmaison/Charles Drot/21;operational;;2;station;ok;nonexistent
11 Rue du Lieutenant Colonel Driant;1;1;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-lieutenantcoloneldriant-11;STATION;48.87651, 2.200921;92500;Rueil-Malmaison/Lieutenant Colonel Driant/11;operational;;1;station;ok;nonexistent
149 Avenue de Paris;3;3;0;0;0;nonexistent;Villejuif;;villejuif-paris-149;STATION;48.79917, 2.3657254;94800;Villejuif/Paris/149;operational;;2;station;ok;nonexistent
215 Avenue des Grésillons;4;4;0;1;0;nonexistent;Gennevilliers;;gennevilliers-gresillons-215;STATION;48.91985, 2.314065;92230;Gennevilliers/Grésillons/215;operational;;0;station;ok;nonexistent
705 Avenue Roger Salengro;0;0;0;0;0;nonexistent;Chaville;;chaville-rogersalengro-705;STATION;48.8149125, 2.1935315;92370;Chaville/Roger Salengro/705;operational;;2;station;ok;nonexistent
1 Rue Riocreux;2;2;0;1;0;nonexistent;Sèvres;;sevres-riocreux-1;STATION;48.8261, 2.20015;92310;Sèvres/Riocreux/1;operational;;3;station;ok;nonexistent
126 Rue Legendre;0;0;0;0;0;operational;Paris;;paris-legendre-126;STATION;48.88879, 2.32219;75017;Paris/Legendre/126;operational;;3;station;ok;nonexistent
20 Rue Saint John Perse;1;1;0;0;0;nonexistent;Limeil-Brévannes;;limeilbrevannes-saintjohnperse-20;STATION;48.7508, 2.473075;94450;Limeil-Brévannes/Saint John Perse/20;operational;;5;station;ok;nonexistent
4 Rue Lobau;2;2;0;0;0;nonexistent;Paris;Borne d'abonnement en sous-sol (niv -1), accès 4 rue Lobau;paris-lobau-parking;PARKING;48.85608, 2.35342;75004;Paris/Lobau/Parking;operational;;2;station;ok;operational
25 rue de Galvani;2;2;0;0;1;operational;Paris;;paris-galvani-25;STATION;48.8840365, 2.2896705;75017;Paris/Galvani/25;operational;;3;station;ok;nonexistent
56 avenue du Maréchal de Lattre de Tassigny;6;6;0;0;0;nonexistent;Créteil;;creteil-marechaldelattredetassigny-56;STATION;48.79834, 2.455145;94000;Créteil/Maréchal de Lattre de Tassigny/56;operational;;0;station;ok;nonexistent
4 rue Beaugrenelle;0;0;0;0;0;operational;Paris;;paris-beaugrenelle-4;STATION;48.8478735, 2.2847016;75015;Paris/Beaugrenelle/4;operational;;1;station;ok;nonexistent
43 rue Vivienne;0;0;0;0;0;nonexistent;Paris;;paris-vivienne-43;STATION;48.8705626, 2.3408933;75002;Paris/Vivienne/43;broken;;0;station;closed;nonexistent
99 rue Charles-de-Gaulle;5;5;0;0;0;operational;Yerres;;yerres-charlesdegaulle-99;STATION;48.7164252, 2.4860044;91330;Yerres/Charles-de-Gaulle/99;operational;;1;station;ok;nonexistent
1 rue Claude Terrasse;3;3;0;1;0;operational;Le Blanc-Mesnil;;leblancmesnil-claudeterrasse-1;STATION;48.9376981, 2.462453;93150;Le Blanc-Mesnil/Claude Terrasse/1;operational;;2;station;ok;nonexistent
16 avenue Galilée;3;3;0;0;0;nonexistent;Le Plessis-Robinson;;leplessisrobinson-galilee-16;STATION;48.77758, 2.24625349;92350;Le Plessis-Robinson/Galilée/16;operational;;3;station;ok;nonexistent
39 rue du Port à l'Anglais;6;6;0;0;0;nonexistent;Alfortville;;alfortville-portalanglais-39;STATION;48.8056173, 2.4144555;94140;Alfortville/Port à l'Anglais/39;operational;;0;station;ok;nonexistent
1 rue Emile Raspail;0;0;0;0;0;nonexistent;Arcueil;;arcueil-emileraspail-1;STATION;48.7998263, 2.3312852;94110;Arcueil/Emile Raspail/1;operational;;3;station;ok;nonexistent
11 avenue Pasteur;4;4;0;0;0;nonexistent;Saint-Mandé;;saintmande-pasteur-11;STATION;48.8454583, 2.4235655;94160;Saint-Mandé/Pasteur/11;operational;;1;station;ok;nonexistent
103 avenue Charles de Gaulle;4;4;0;0;0;nonexistent;Le Chesnay;;lechesnay-charlesdegaulle-103;STATION;48.829499, 2.1275746;78150;Le Chesnay/Charles de Gaulle/103;operational;;0;station;ok;nonexistent
2 avenue du Général Leclerc;3;3;0;0;0;nonexistent;Le Chesnay;;lechesnay-leclerc-2;STATION;48.81562, 2.129228;78150;Le Chesnay/Leclerc/2;operational;;0;station;ok;nonexistent
2 rue Maurice Berteaux;1;1;0;0;0;nonexistent;Paris;;paris-mauriceberteaux-2;STATION;48.8679083, 2.4100481;75020;Paris/Maurice Berteaux/2;operational;;2;station;ok;nonexistent
59 boulevard Saint-Jacques;0;0;0;0;1;operational;Paris;;paris-saintjacques-59;STATION;48.83293, 2.336582;75014;Paris/Saint-Jacques/59;operational;;5;station;ok;nonexistent
35 rue Victor Massé;2;2;0;0;0;operational;Paris;;paris-victormasse-35;STATION;48.88109, 2.336666;75009;Paris/Victor Massé/35;operational;;2;station;ok;nonexistent
76 Boulevard de la Tour-Maubourg;3;3;0;0;0;nonexistent;Paris;;paris-tourmaubourg-76;STATION;48.8560129, 2.3097645;75007;Paris/Tour-Maubourg/76;operational;;2;station;ok;nonexistent
1 rue Jean Monnet;4;4;0;0;0;nonexistent;Nogent-sur-Marne;;nogentsurmarne-jeanmonnet-1;SPACE;48.8383861, 2.4934423;94130;Nogent-sur-Marne/Jean Monnet/1;operational;;0;full_station;ok;broken
2 rue Paul Dautier;7;7;0;0;0;nonexistent;Vélizy-Villacoublay;;velizyvillacoublay-pauldautier-2;STATION;48.7805519, 2.20984769;78140;Vélizy-Villacoublay/Paul Dautier/2;operational;;0;station;ok;nonexistent
46 rue Edgard Quinet;6;6;0;0;0;nonexistent;Neuilly-Plaisance;;neuillyplaisance-edgardquinet-46;STATION;48.8558528, 2.5112935;93360;Neuilly-Plaisance/Edgard Quinet/46;operational;;0;station;ok;nonexistent
1 allée des recoudés;5;5;0;0;0;nonexistent;Gennevilliers;;gennevilliers-recoudes-1;STATION;48.94115, 2.304834;92230;Gennevilliers/Recoudés/1;operational;;1;station;ok;nonexistent
1 rue de la Poste Prolongée;1;1;0;0;0;nonexistent;Argenteuil;;argenteuil-posteprolongee-1;STATION;48.945768, 2.250221;95100;Argenteuil/Poste Prolongée/1;operational;;5;station;ok;nonexistent
28 rue Darcet;0;0;0;0;1;operational;Paris;;paris-darcet-28;STATION;48.8845364, 2.3246579;75017;Paris/Darcet/28;operational;;3;station;ok;nonexistent
20 bis rue du Sergent Godefroy;6;6;0;0;0;nonexistent;Montreuil;;montreuil-sergentgodefroy-20;STATION;48.8542461, 2.4312421;93100;Montreuil/Sergent Godefroy/20;operational;;0;station;ok;nonexistent
59 avenue Marceau;1;1;0;0;1;operational;Paris;;paris-marceau-59;STATION;48.8698929, 2.2976445;75016;Paris/Marceau/59;operational;;1;station;ok;nonexistent
7 rue Arthur Chevalier;4;4;0;2;0;nonexistent;Aulnay-sous-bois;;aulnaysousbois-arthurchevalier-7;STATION;48.9305794, 2.5063639;93600;Aulnay-sous-bois/Arthur Chevalier/7;operational;;0;station;ok;nonexistent
22 boulevard Félix Faure;4;4;0;0;0;nonexistent;Aulnay-sous-bois;;aulnaysousbois-felixfaure-22;SPACE;48.9336577, 2.4994113;93600;Aulnay-sous-bois/Félix Faure/22;operational;;2;full_station;ok;broken
1 rue Jacques Duchesne;0;0;0;0;0;operational;Paris;;paris-jacquesduchesne-1;STATION;48.8989321, 2.3740363;75019;Paris/Jacques Duchesne/1;operational;;0;station;ok;nonexistent
1 rue Manin;1;1;0;0;0;nonexistent;Paris;;paris-manin-1;STATION;48.8765968, 2.3790176;75019;Paris/Manin/1;operational;;1;station;ok;nonexistent
2 rue Joseph Marie Jacquard;0;0;0;0;0;nonexistent;Aulnay-sous-bois;;aulnaysousbois-josephmariejacquard-2;STATION;48.949062, 2.488596;93600;Aulnay-sous-bois/Joseph Marie Jacquard/2;broken;;0;station;closed;nonexistent
20 rue Clovis;0;0;0;0;1;operational;Paris;;paris-clovis-20;STATION;48.8463237, 2.3484148;75005;Paris/Clovis/20;operational;;5;station;ok;nonexistent
29 rue Galilée;5;5;1;0;0;nonexistent;Montreuil;;montreuil-galilee-29;STATION;48.8601571, 2.4492331;93100;Montreuil/Galilée/29;operational;;0;station;ok;nonexistent
64 Rue de Fitzelin;5;5;0;0;0;nonexistent;Épinay-sur-Seine;;epinaysurseine-fitzelin-64;STATION;48.960565, 2.3068329;93800;Épinay-sur-Seine/Fitzelin/64;operational;;0;station;ok;nonexistent
6 avenue de Flandre;3;3;0;0;0;operational;Paris;;paris-flandre-6;STATION;48.8846108, 2.3697594;75019;Paris/Flandre/6;operational;;1;station;ok;nonexistent
7 rue Félix Faure;0;0;0;0;0;nonexistent;Colombes;;colombes-felixfaure-7;STATION;48.914886, 2.2535759;92700;Colombes/Félix Faure/7;operational;;5;station;ok;nonexistent
42 rue Pierre Brossolette;6;6;0;0;0;nonexistent;Colombes;;colombes-pierrebrossolette-42;STATION;48.9095967, 2.2387915;92700;Colombes/Pierre Brossolette/42;operational;;0;station;ok;nonexistent
32 boulevard Jean-Baptiste Oudry;5;5;0;0;0;nonexistent;Créteil;;creteil-jeanbaptisteoudry-32;STATION;48.7738474, 2.4600815;94000;Créteil/Jean-Baptiste Oudry/32;operational;;1;station;ok;nonexistent
243 rue Saint-Martin;2;2;0;1;0;operational;Paris;;paris-saintmartin-243;STATION;48.8657616, 2.3530583;75003;Paris/Saint-Martin/243;operational;;2;station;ok;nonexistent
2 bis rue Valette;1;1;0;0;2;operational;Paris;;paris-valette-2;STATION;48.8479993, 2.3469365;75005;Paris/Valette/2;operational;;4;station;ok;nonexistent
38 rue du Four;0;0;0;0;0;broken;Paris;;paris-four-38;STATION;48.8524509, 2.3314662;75006;Paris/Four/38;broken;;0;station;closed;nonexistent
78 avenue de Suffren;2;2;0;0;0;operational;Paris;;paris-suffren-78;STATION;48.851832, 2.2997986;75015;Paris/Suffren/78;operational;;1;station;ok;nonexistent
68 avenue Mozart;5;5;0;0;0;operational;Paris;;paris-mozart-68;STATION;48.8534164, 2.2685249;75016;Paris/Mozart/68;operational;;1;station;ok;nonexistent
12 place du Général Koënig;0;0;0;0;1;operational;Paris;;paris-generalkoenig-12;STATION;48.88112, 2.284095;75017;Paris/Koënig/12;operational;;2;station;ok;nonexistent
120 boulevard Gabriel Péri;1;1;0;0;0;nonexistent;Malakoff;;malakoff-gabrielperi-120;STATION;48.8192396, 2.3040697;92240;Malakoff/Gabriel Péri/120;operational;;6;station;ok;nonexistent
