Address;Cars;Bluecar counter;Utilib counter;Utilib 1.4 counter;Charge Slots;Charging Status;City;Displayed comment;ID;Kind;Geo point;Postal code;Public name;Rental status;Scheduled at;Slots;Station type;Status;Subscription status
106 Boulevard Voltaire;1;1;0;0;0;operational;Paris;;paris-voltaire-106;SPACE;48.8592806, 2.3773563;75011;Paris/Voltaire/106;operational;;4;full_station;ok;operational
245 rue de Tolbiac;1;1;0;0;1;operational;Paris;;paris-tolbiac-245;STATION;48.8262319, 2.3424498;75013;Paris/Tolbiac/245;operational;;4;station;ok;nonexistent
172 boulevard Diderot;2;2;0;2;0;operational;Paris;;paris-diderot-172;SPACE;48.8480068, 2.3940643;75012;Paris/Diderot/172;operational;;1;full_station;ok;operational
58 Rue Monge;0;0;0;0;1;operational;Paris;;paris-monge-58;STATION;48.8444276, 2.3522773;75005;Paris/Monge/58;operational;;4;station;ok;nonexistent
2 Place de Catalogne;1;1;0;0;1;operational;Paris;;paris-catalogne-2;SPACE;48.8367951, 2.3186569;75014;Paris/Catalogne/2;operational;;4;full_station;ok;operational
2 Avenue René Fonck;5;5;0;0;0;operational;Paris;;paris-renefonck-2;STATION;48.87869, 2.409082;75019;Paris/René Fonck/2;operational;;0;station;ok;nonexistent
16 Rue du Faubourg Saint-Antoine;4;4;0;0;1;operational;Paris;;paris-saintantoine-16;STATION;48.8526773, 2.3710901;75012;Paris/Saint-Antoine/16;operational;;1;station;ok;nonexistent
110 Boulevard Richard Lenoir;2;2;0;0;1;operational;Paris;;paris-richardlenoir-110;STATION;48.8640621, 2.3713985;75011;Paris/Richard Lenoir/110;operational;;4;station;ok;nonexistent
3 avenue Claude Vellefaux;1;1;0;0;1;operational;Paris;;paris-claudevellefaux-3;STATION;48.8740623, 2.3703034;75010;Paris/Claude Vellefaux/3;operational;;4;station;ok;nonexistent
63 Boulevard Richard Lenoir;0;0;0;0;2;operational;Paris;;paris-richardlenoir-63;STATION;48.86023, 2.3719914;75011;Paris/Richard Lenoir/63;operational;;6;station;ok;nonexistent
10 Avenue du Docteur Arnold Netter;1;1;0;0;1;operational;Paris;;paris-arnoldnetter-10;STATION;48.8415951, 2.4050137;75012;Paris/Arnold Netter/10;operational;;4;station;ok;nonexistent
3 Rue Henard;2;2;0;0;2;operational;Paris;;paris-henard-3;STATION;48.84154, 2.389211;75012;Paris/Henard/3;operational;;4;station;ok;nonexistent
33 Avenue Pierre 1er de Serbie;4;4;0;0;1;operational;Paris;;paris-pierre1erdeserbie-33;STATION;48.8673767, 2.2988559;75016;Paris/Pierre 1er de Serbie/33;operational;;1;station;ok;nonexistent
171 Rue de la Convention;0;0;0;0;0;nonexistent;Paris;;paris-convention-171;STATION;48.8383125, 2.2943442;75015;Paris/Convention/171;operational;;1;station;ok;nonexistent
161 Avenue de Suffren;0;0;0;0;2;operational;Paris;;paris-suffren-161;STATION;48.84595, 2.309411;75015;Paris/Suffren/161;operational;;6;station;ok;nonexistent
61 Boulevard Haussmann;0;0;0;0;0;nonexistent;Paris;;paris-haussmann-61;STATION;48.87405, 2.325726;75008;Paris/Haussmann/61;operational;;4;station;ok;nonexistent
46 Avenue de Villiers;0;0;0;0;1;operational;Paris;;paris-villiers-46;STATION;48.8832876, 2.3080623;75017;Paris/Villiers/46;operational;;4;station;ok;nonexistent
46 rue de Turenne;1;1;1;1;0;operational;Paris;;paris-turenne-46;STATION;48.8580079, 2.3644786;75003;Paris/Turenne/46;operational;;0;station;ok;nonexistent
40 Rue Sorbier;3;3;0;0;0;operational;Paris;;paris-sorbier-40;STATION;48.8656837, 2.3929721;75020;Paris/Sorbier/40;operational;;3;station;ok;nonexistent
91 rue du Faubourg Saint-Denis;4;4;0;0;0;nonexistent;Paris;;paris-saintdenis-91;STATION;48.8740698, 2.3551424;75010;Paris/Saint-Denis/91;operational;;0;station;ok;nonexistent
336 Rue Lecourbe;1;1;0;0;1;operational;Paris;;paris-lecourbe-336;STATION;48.8373119, 2.2847182;75015;Paris/Lecourbe/336;operational;;5;station;ok;nonexistent
45 Avenue de la Bourdonnais;2;2;0;1;0;operational;Paris;;paris-bourdonnais-45;STATION;48.85807, 2.299582;75007;Paris/Bourdonnais/45;operational;;1;station;ok;nonexistent
42 avenue de Friedland;3;3;0;0;0;nonexistent;Paris;;paris-friedland-42;STATION;48.8741642, 2.2976358;75008;Paris/Friedland/42;operational;;0;station;ok;nonexistent
199 Rue du Faubourg Saint-Antoine;3;3;0;0;0;nonexistent;Paris;;paris-faubourgsaintantoine-199;SPACE;48.8505136, 2.3823163;75011;Paris/Saint-Antoine/199;operational;;1;full_station;ok;operational
35 Rue Louis Blanc;1;1;0;0;0;nonexistent;Saint-Ouen;;saintouen-louisblanc-35;STATION;48.9072038, 2.3314347;93400;Saint-Ouen/Louis Blanc/35;operational;;2;station;ok;nonexistent
145 Rue Raymond Losserand;0;0;0;0;0;operational;Paris;;paris-raymondlosserand-145;STATION;48.83126, 2.313088;75014;Paris/Raymond Losserand/145;operational;;2;station;ok;nonexistent
183 Rue des Renouillers;0;0;0;0;0;nonexistent;Colombes;;colombes-renouillers-183;STATION;48.9236342, 2.2368586;92700;Colombes/Renouillers/183;broken;;0;station;closed;nonexistent
20 Rue Gambetta;2;2;0;1;0;nonexistent;Nanterre;;nanterre-gambetta-20;SPACE;48.88807, 2.199446;92000;Nanterre/Gambetta/20;operational;;3;full_station;ok;operational
27 Rue des Batignolles;0;0;0;0;1;operational;Paris;;paris-batignolles-27;STATION;48.884737, 2.321309;75017;Paris/Batignolles/27;operational;;4;station;ok;nonexistent
96 Avenue Simon Bolivar;1;1;0;1;1;operational;Paris;;paris-simonbolivar-96;STATION;48.877449, 2.374112;75019;Paris/Simon Bolivar/96;operational;;1;station;ok;nonexistent
62 Rue Ramey;1;1;0;0;0;operational;Paris;;paris-ramey-62;STATION;48.8916426, 2.3449781;75018;Paris/Ramey/62;operational;;2;station;ok;nonexistent
7 Rue René Thibert;2;2;0;0;0;nonexistent;Villejuif;;villejuif-renethibert-7;STATION;48.80543, 2.362543;94800;Villejuif/René Thibert/7;operational;;2;station;ok;nonexistent
31 Boulevard Rochechouart;0;0;0;0;1;operational;Paris;;paris-rochechouart-31;STATION;48.8829733, 2.3454871;75009;Paris/Rochechouart/31;operational;;4;station;ok;nonexistent
26 Place de la Nation;1;1;0;0;0;operational;Paris;;paris-nation-26;STATION;48.84756, 2.397014;75012;Paris/Nation/26;operational;;2;station;ok;nonexistent
77 Rue Jean Bleuzen;4;4;0;0;0;nonexistent;Vanves;;vanves-jeanbleuzen-77;SPACE;48.82338, 2.296546;92170;Vanves/Jean Bleuzen/77;operational;;0;full_station;ok;operational
56 Rue des Plantes;0;0;0;0;1;operational;Paris;;paris-plantes-56;STATION;48.8283698, 2.3216963;75014;Paris/Plantes/56;operational;;4;station;ok;nonexistent
21 Boulevard des Îles;4;4;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-iles-21;STATION;48.8226736, 2.2498224;92130;Issy-les-Moulineaux/Îles/21;operational;;0;station;ok;nonexistent
255 Avenue Jean Jaurès;0;0;0;0;0;nonexistent;Clamart;;clamart-jeanjaures-255;STATION;48.8136037, 2.2719303;92140;Clamart/Jean Jaurès/255;operational;;3;station;ok;nonexistent
24 Boulevard de la République;6;6;0;0;0;operational;Boulogne-Billancourt;;boulognebillancourt-republique-24;STATION;48.831826, 2.254098;92100;Boulogne-Billancourt/République/24;operational;;0;station;ok;nonexistent
161 Avenue Gambetta;1;1;1;0;0;nonexistent;Paris;;paris-gambetta-161;STATION;48.87083, 2.403597;75020;Paris/Gambetta/161;operational;;2;station;ok;nonexistent
5 Rue Henry Brisson;1;1;0;0;1;operational;Paris;;paris-henrybrisson-5;STATION;48.8984293, 2.3347923;75018;Paris/Henry Brisson/5;operational;;4;station;ok;nonexistent
71 rue Caulaincourt;0;0;0;0;0;nonexistent;Paris;;paris-caulincourt-71;STATION;48.8895441, 2.3365418;75018;Paris/Caulaincourt/71;operational;;6;station;ok;nonexistent
41 Boulevard Pasteur;3;3;0;0;1;operational;Paris;;paris-pasteur-41;STATION;48.8426446, 2.3132661;75015;Paris/Pasteur/41;operational;;2;station;ok;nonexistent
33 Rue du Ranelagh;4;4;0;0;0;operational;Paris;;paris-ranelagh-33;STATION;48.8538134, 2.2768772;75016;Paris/Ranelagh/33;operational;;0;station;ok;nonexistent
40 Avenue de la Grande Armée;3;3;0;0;1;operational;Paris;;paris-grandearmee-40;STATION;48.876042, 2.288446;75017;Paris/Grande Armée/40;operational;;1;station;ok;nonexistent
23 Boulevard Delessert;6;6;0;0;0;operational;Paris;;paris-delessert-23;STATION;48.8585701, 2.2851211;75016;Paris/Delessert/23;operational;;0;station;ok;nonexistent
3 Rue Camille Desmoulins;0;0;0;0;0;nonexistent;Cachan;;cachan-camilledesmoulins-3;SPACE;48.7942674, 2.3345857;94230;Cachan/Camille Desmoulins/3;operational;;4;full_station;ok;operational
51 Rue Eugène Oudiné;1;1;0;0;0;operational;Paris;;paris-eugeneoudine-51;STATION;48.8250327, 2.3725162;75013;Paris/Eugène Oudiné/51;operational;;2;station;ok;nonexistent
65 Rue René Cros;3;3;0;0;0;nonexistent;Bagneux;;bagneux-renecros-65;STATION;48.79932, 2.304576;92220;Bagneux/René Cros/65;operational;;3;station;ok;nonexistent
1 Rue Legrand;1;1;0;1;0;nonexistent;Malakoff;;malakoff-legrand-1;STATION;48.8242495, 2.3038947;92240;Malakoff/Legrand/1;operational;;3;station;ok;nonexistent
2 Rue de Rungis;1;1;0;0;2;operational;Paris;;paris-rungis-2;STATION;48.82195, 2.345853;75013;Paris/Rungis/2;operational;;5;station;ok;nonexistent
52 Rue de Bagneux;1;1;0;0;0;nonexistent;Sceaux;;sceaux-bagneux-52;STATION;48.7842765, 2.3027628;92330;Sceaux/Bagneux/52;operational;;3;station;ok;nonexistent
2 Rue Marcelin Berthelot;2;2;0;0;0;nonexistent;Drancy;;drancy-marcelinberthelot-2;STATION;48.92155, 2.445802;93700;Drancy/Marcelin Berthelot/2;operational;;4;station;ok;nonexistent
213 Rue Sadi Carnot;0;0;0;0;0;nonexistent;Bagnolet;;bagnolet-sadicarnot-213;STATION;48.8777608, 2.4267206;93170;Bagnolet/Sadi Carnot/213;operational;;5;station;ok;nonexistent
42 Avenue Michelet;0;0;0;0;0;nonexistent;Saint-Ouen;;saintouen-michelet-42;STATION;48.9102315, 2.3441112;93400;Saint-Ouen/Michelet/42;operational;;6;station;ok;nonexistent
8 Boulevard de la Madeleine;2;2;0;0;0;nonexistent;Paris;;paris-madeleine-8;STATION;48.86972, 2.326691;75009;Paris/Madeleine/8;operational;;1;station;ok;nonexistent
17 Avenue Louis Pasteur;0;0;0;0;0;nonexistent;Bagneux;;bagneux-louispasteur-17;STATION;48.7991008, 2.3177148;92220;Bagneux/Louis Pasteur/17;operational;;5;station;ok;nonexistent
1 Rue Gounod;1;1;0;0;0;nonexistent;Colombes;;colombes-gounod-1;STATION;48.9236174, 2.2483611;92700;Colombes/Gounod/1;operational;;3;station;ok;nonexistent
28 Rue Bara;3;3;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-bara-28;STATION;48.8326967, 2.2682505;92130;Issy-les-Moulineaux/Bara/28;operational;;2;station;ok;nonexistent
6 Rue Pablo Neruda;0;0;0;0;0;nonexistent;Nanterre;;nanterre-pabloneruda-6;STATION;48.89586, 2.216845;92000;Nanterre/Pablo Neruda/6;operational;;6;station;ok;nonexistent
4 Rue de Cotonou;4;4;0;0;0;nonexistent;Créteil;;creteil-cotonou-4;STATION;48.7706043, 2.4707901;94000;Créteil/Cotonou/4;operational;;0;station;ok;nonexistent
18 Place Mozart;0;0;0;0;0;nonexistent;Joinville-le-Pont;;joinvillelepont-mozart-18;STATION;48.8245149, 2.4753934;94340;Joinville-le-Pont/Mozart/18;operational;;5;station;ok;nonexistent
20 Rue Cognacq Jay;3;3;1;0;0;operational;Paris;;paris-cognacqjay-20;STATION;48.8618934, 2.3029282;75007;Paris/Cognacq Jay/20;operational;;1;station;ok;nonexistent
2 Rue Péguy;3;3;0;0;0;operational;Paris;;paris-peguy-2;STATION;48.8430076, 2.3280363;75006;Paris/Péguy/2;operational;;1;station;ok;nonexistent
16 Rue Charles de Gaulle;3;3;0;0;0;nonexistent;Alfortville;;alfortville-charlesdegaulle-16;STATION;48.81456, 2.413135;94140;Alfortville/Charles de Gaulle/16;operational;;2;station;ok;nonexistent
1 Rue Rigault;6;6;0;0;0;nonexistent;Nanterre;;nanterre-rigault-1;STATION;48.89334, 2.198058;92000;Nanterre/Rigault/1;operational;;0;station;ok;nonexistent
2 Rue Duroc;3;3;0;0;0;operational;Paris;;paris-duroc-2;STATION;48.8482825, 2.315725;75007;Paris/Duroc/2;operational;;1;station;ok;nonexistent
2 Rue des Entrepôts;3;3;0;1;0;nonexistent;Saint-Ouen;;saintouen-entrepots-2;STATION;48.9034828, 2.3470283;93400;Saint-Ouen/Entrepôts/2;operational;;1;station;ok;nonexistent
19 rue des Écoles;0;0;0;0;1;operational;Paris;;paris-ecoles-19;STATION;48.8478612, 2.3509722;75005;Paris/Écoles/19;operational;;5;station;ok;nonexistent
3 rue de Vaugirard;5;5;0;0;0;operational;Paris;;paris-vaugirard-3;STATION;48.84893, 2.340624;75006;Paris/Vaugirard/3;operational;;0;station;ok;nonexistent
28 avenue de Niel;3;3;0;0;1;operational;Paris;;paris-niel-28;STATION;48.881032, 2.2956282;75017;Paris/Niel/28;operational;;1;station;ok;nonexistent
67 avenue de Saint Ouen;0;0;0;0;0;operational;Paris;;paris-saintouen-67;STATION;48.8920729, 2.32707;75017;Paris/Saint Ouen/67;operational;;2;station;ok;nonexistent
2 rue Jean Cocteau;1;1;0;0;0;operational;Paris;;paris-jeancocteau-2;STATION;48.8996, 2.351156;75018;Paris/Jean Cocteau/2;operational;;3;station;ok;nonexistent
23 rue des Bernardins;1;1;0;0;2;operational;Paris;;paris-bernardins-23;STATION;48.84934, 2.350152;75005;Paris/Bernardins/23;operational;;5;station;ok;nonexistent
280 avenue Jean Jaurès;0;0;0;0;0;nonexistent;Châtenay-Malabry;;chatenaymalabry-jeanjaures-280;STATION;48.76739, 2.255521;92290;Châtenay-Malabry/Jean Jaurès/280;broken;;0;station;closed;nonexistent
19 rue Dalayrac;2;2;0;0;1;operational;Paris;;paris-dalayrac-19;STATION;48.868181, 2.335097;75002;Paris/Dalayrac/19;operational;;2;station;ok;nonexistent
1 place Charles de Gaulle;1;1;0;0;0;nonexistent;Ville-d'Avray;;villedavray-charlesdegaulle-1;SPACE;48.826, 2.18935;92410;Ville-d'Avray/Charles de Gaulle/1;operational;;1;full_station;ok;broken
67 rue Louis Blanc;6;6;0;0;0;operational;Paris;;paris-louisblanc-67;STATION;48.8837053, 2.3600404;75010;Paris/Louis Blanc/67;operational;;0;station;ok;nonexistent
1 avenue Philippe Auguste;3;3;0;0;0;operational;Paris;;paris-philippeauguste-1;STATION;48.8493744, 2.395332;75011;Paris/Philippe Auguste/1;operational;;1;station;ok;nonexistent
104 avenue Ledru Rollin;0;0;0;0;1;operational;Paris;;paris-ledrurollin-104;STATION;48.85189, 2.376434;75011;Paris/Ledru Rollin/104;operational;;4;station;ok;nonexistent
157 rue Jeanne D'Arc;0;0;0;0;0;operational;Paris;;paris-jeannedarc-157;STATION;48.8365583, 2.3592348;75013;Paris/Jeanne D'Arc/157;operational;;2;station;ok;nonexistent
6 rue Guébriant;1;1;0;0;0;operational;Paris;;paris-guebriant-6;STATION;48.8730881, 2.4092069;75020;Paris/Guébriant/6;operational;;3;station;ok;nonexistent
158 boulevard de Charonne;2;2;0;0;1;operational;Paris;;paris-charonne-158;STATION;48.8569151, 2.3941433;75020;Paris/Charonne/158;operational;;3;station;ok;nonexistent
59 boulevard Gallieni;5;5;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-gallieni-59;STATION;48.824941, 2.2680704;92130;Issy-les-Moulineaux/Gallieni/59;operational;;1;station;ok;nonexistent
10 rue du Quatre septembre;2;2;0;0;0;operational;Paris;;paris-quatreseptembre-10;STATION;48.869353, 2.3382066;75002;Paris/Quatre septembre/10;operational;;1;station;ok;nonexistent
4 avenue de la Sœur Rosalie;0;0;0;0;0;nonexistent;Paris;;paris-soeurrosalie-4;STATION;48.83185, 2.354094;75013;Paris/Sœur Rosalie/4;operational;;4;station;ok;nonexistent
3 avenue d'Ivry;4;4;0;0;0;operational;Paris;;paris-ivry-3;STATION;48.82175, 2.36868;75013;Paris/Ivry/3;operational;;0;station;ok;nonexistent
19 avenue du Général de Gaulle;3;3;0;0;0;nonexistent;Meudon;;meudon-generaldegaulle-19;STATION;48.787936, 2.22752;92190;Meudon/De Gaulle/19;operational;;1;station;ok;nonexistent
21 avenue Jean Jaurès;6;6;0;0;0;nonexistent;Suresnes;;suresnes-jeanjaures-21;STATION;48.8636819, 2.208944;92150;Suresnes/Jean Jaurès/21;operational;;0;station;ok;nonexistent
27 rue Pastourelle;1;1;1;1;1;operational;Paris;;paris-pastourelle-27;STATION;48.862833, 2.3593315;75003;Paris/Pastourelle/27;operational;;1;station;ok;nonexistent
6 rue Michelet;4;4;0;0;0;operational;Paris;;paris-michelet-6;STATION;48.8425631, 2.3363896;75006;Paris/Michelet/6;operational;;0;station;ok;nonexistent
142 rue du Bac;0;0;0;0;0;operational;Paris;;paris-bac-142;STATION;48.8508194, 2.3237968;75007;Paris/Bac/142;operational;;1;station;ok;nonexistent
89 avenue Kléber;4;4;0;1;0;operational;Paris;;paris-kleber-89;STATION;48.8639711, 2.2880679;75016;Paris/Kléber/89;operational;;1;station;ok;nonexistent
73 avenue des Ternes;5;5;0;0;0;operational;Paris;;paris-ternes-73;SPACE;48.8794622, 2.2899947;75017;Paris/Ternes/73;operational;;0;full_station;ok;broken
2 avenue du Président Wilson;1;1;0;0;0;nonexistent;Malakoff;;malakoff-presidentwilson-2;STATION;48.82027, 2.301874;92240;Malakoff/Wilson/2;operational;;3;station;ok;nonexistent
58 avenue de la République;5;5;0;0;0;nonexistent;Bagnolet;;bagnolet-republique-58;STATION;48.8611263, 2.4181508;93170;Bagnolet/République/58;operational;;1;station;ok;nonexistent
17 boulevard Saint-Martin;0;0;0;0;0;nonexistent;Paris;;paris-saintmartin-17;STATION;48.8681421, 2.360276;75003;Paris/Saint-Martin/17;operational;;4;station;ok;nonexistent
12 rue Larmeroux;0;0;0;0;0;nonexistent;Vanves;;vanves-larmeroux-12;STATION;48.8169686, 2.2810709;92170;Vanves/Larmeroux/12;operational;;5;station;ok;nonexistent
101 rue Jean Jaurès;3;3;0;1;0;nonexistent;Vanves;;vanves-jeanjaures-101;STATION;48.8258129, 2.2906328;92170;Vanves/Jean Jaurès/101;operational;;0;station;ok;nonexistent
118 rue Houdan;7;7;0;0;0;operational;Sceaux;;sceaux-houdan-118;STATION;48.779037, 2.2891934;92330;Sceaux/Houdan/118;operational;;0;station;ok;nonexistent
24 boulevard Diderot;3;3;0;0;0;operational;Paris;;paris-diderot-24;SPACE;48.8458586, 2.3748769;75012;Paris/Diderot/24;operational;;0;full_station;ok;operational
77 Rue Jean de la Fontaine;1;1;0;0;0;nonexistent;Paris;;paris-jeandelafontaine-77;STATION;48.8487919, 2.2661693;75016;Paris/Jean de la Fontaine/77;operational;;2;station;ok;nonexistent
229 Rue Raymond Losserand;0;0;0;0;2;operational;Paris;;paris-raymondlosserand-229;STATION;48.828, 2.306022;75014;Paris/Raymond Losserand/229;operational;;5;station;ok;nonexistent
26 Boulevard Jourdan;1;1;0;0;1;operational;Paris;;paris-jourdan-26;STATION;48.8207604, 2.3370783;75014;Paris/Jourdan/26;operational;;1;station;ok;nonexistent
4 Rue Charles Bossut;1;1;0;1;0;operational;Paris;;paris-charlesbossut-4;STATION;48.8431847, 2.3837959;75012;Paris/Charles Bossut/4;operational;;2;station;ok;nonexistent
7 boulevard de Picpus;1;1;0;0;2;operational;Paris;;paris-picpus-7;STATION;48.8406851, 2.400428;75012;Paris/Picpus/7;operational;;4;station;ok;nonexistent
33 rue d'Alésia;1;1;0;1;2;operational;Paris;;paris-alesia-33;STATION;48.827687, 2.3330017;75014;Paris/Alésia/33;operational;;4;station;ok;nonexistent
26 avenue Trudaine;1;1;0;0;1;operational;Paris;;paris-trudaine-26;SPACE;48.880936, 2.341184;75009;Paris/Trudaine/26;operational;;3;full_station;ok;operational
31 rue du Professeur Victor Pauchet;1;1;0;0;0;nonexistent;Vaucresson;;vaucresson-victorpauchet-31;STATION;48.8479, 2.175519;92420;Vaucresson/Victor Pauchet/31;operational;;1;station;ok;nonexistent
1 Boulevard Murat;5;5;0;0;0;operational;Paris;;paris-murat-1;STATION;48.84744, 2.258728;75016;Paris/Murat/1;operational;;0;station;ok;nonexistent
43 Rue de Monceau;2;2;2;1;0;operational;Paris;;paris-monceau-43;STATION;48.8778333, 2.310832;75008;Paris/Monceau/43;operational;;0;station;ok;nonexistent
3 Rue des Halles;0;0;0;0;0;nonexistent;Paris;;paris-halles-3;SPACE;48.8589371, 2.347433;75001;Paris/Halles/3;broken;;0;full_station;ok;operational
2 Rue Houdart de Lamotte;3;3;0;0;0;nonexistent;Paris;;paris-houdartdelamotte-2;STATION;48.8406886, 2.2876391;75015;Paris/Houdart de Lamotte/2;operational;;2;station;ok;nonexistent
20 Boulevard Émile Augier;4;4;0;1;1;operational;Paris;;paris-emileaugier-20;STATION;48.8602593, 2.2740467;75016;Paris/Émile Augier/20;operational;;1;station;ok;nonexistent
12 Avenue de Messine;3;3;0;0;0;operational;Paris;;paris-messine-12;STATION;48.87593, 2.314194;75008;Paris/Messine/12;operational;;1;station;ok;nonexistent
50 Boulevard Pereire;1;1;0;0;1;operational;Paris;;paris-pereire-50;SPACE;48.8876949, 2.3050366;75017;Paris/Pereire/50;operational;;4;full_station;ok;operational
36 avenue de la République;1;1;0;0;0;nonexistent;Paris;;paris-republique-36;STATION;48.8656694, 2.3721102;75011;Paris/République/36;operational;;3;station;ok;nonexistent
45 rue Jeanne D'Arc;1;1;0;0;0;nonexistent;Paris;;paris-jeannedarc-45;STATION;48.8304583, 2.3672231;75013;Paris/Jeanne D'Arc/45;operational;;2;station;ok;nonexistent
51 Rue de Bretagne;1;1;0;0;1;operational;Paris;;paris-bretagne-51;SPACE;48.8635527, 2.3612023;75003;Paris/Bretagne/51;operational;;3;full_station;ok;operational
38 Rue Lacépède;0;0;0;0;0;broken;Paris;;paris-lacepede-38;STATION;48.8441945, 2.3507523;75005;Paris/Lacépède/38;broken;;0;station;closed;nonexistent
42 Rue du Bac;2;2;0;0;1;operational;Paris;;paris-bac-42;STATION;48.856725, 2.3270428;75007;Paris/Bac/42;operational;;2;station;ok;nonexistent
11 Rue de la Grange aux Belles;1;1;0;0;1;operational;Paris;;paris-grangeauxbelles-11;STATION;48.87383, 2.365097;75010;Paris/Grange aux Belles/11;operational;;3;station;ok;nonexistent
242 Rue du Faubourg-Saint-Martin;4;4;0;0;0;operational;Paris;;paris-faubourgsaintmartin-242;STATION;48.8820036, 2.3665874;75010;Paris/Faubourg-Saint-Martin/242;operational;;1;station;ok;nonexistent
143 Rue La Fayette;2;2;0;0;0;nonexistent;Paris;;paris-lafayette-143;STATION;48.8791341, 2.3560476;75010;Paris/La Fayette/143;operational;;1;station;ok;nonexistent
22 Boulevard de Belleville;0;0;0;0;0;nonexistent;Paris;;paris-belleville-22;STATION;48.8679058, 2.3826171;75020;Paris/Belleville/22;operational;;4;station;ok;nonexistent
182 Boulevard Voltaire;0;0;0;1;2;operational;Paris;;paris-voltaire-182;STATION;48.8548, 2.385047;75011;Paris/Voltaire/182;operational;;5;station;ok;nonexistent
44 Avenue de Suffren;3;3;0;0;0;nonexistent;Paris;;paris-suffren-44;STATION;48.8539296, 2.2964095;75015;Paris/Suffren/44;operational;;0;station;ok;nonexistent
92 Boulevard des Batignolles;0;0;0;0;0;broken;Paris;;paris-batignolles-92;STATION;48.8817521, 2.317631;75017;Paris/Batignolles/92;operational;;4;station;ok;nonexistent
128 avenue de la République;0;0;0;0;2;operational;Paris;;paris-republique-128;STATION;48.8629398, 2.386178;75011;Paris/République/128;operational;;6;station;ok;nonexistent
48 Avenue de Saint-Mandé;4;4;0;0;0;nonexistent;Paris;;paris-saintmande-48;STATION;48.8449828, 2.4019623;75012;Paris/Saint-Mandé/48;operational;;0;station;ok;nonexistent
24 rue Caillaux;0;0;0;0;1;operational;Paris;;paris-caillaux-24;STATION;48.82223, 2.358905;75013;Paris/Caillaux/24;operational;;4;station;ok;nonexistent
8 Rue Benoît Malon;6;6;0;0;0;nonexistent;Asnières-sur-Seine;;asnieressurseine-benoitmalon-8;STATION;48.9094941, 2.2754817;92600;Asnières-sur-Seine/Benoît Malon/8;operational;;0;station;ok;nonexistent
2 Avenue Mozart;3;3;0;0;0;nonexistent;Paris;;paris-mozart-2;STATION;48.85791, 2.273956;75016;Paris/Mozart/2;operational;;0;station;ok;nonexistent
101 Avenue Mozart;1;1;0;0;0;nonexistent;Paris;;paris-mozart-101;STATION;48.8515283, 2.2678125;75016;Paris/Mozart/101;operational;;3;station;ok;nonexistent
18 Avenue Victor Hugo;6;6;0;0;0;operational;Paris;;paris-victorhugo-18;STATION;48.8724415, 2.2915577;75016;Paris/Victor Hugo/18;operational;;0;station;ok;nonexistent
159 Rue Manin;5;5;1;0;0;operational;Paris;;paris-manin-159;STATION;48.886098, 2.3936;75019;Paris/Manin/159;operational;;0;station;ok;nonexistent
1 Rue Dante;2;2;0;0;0;nonexistent;Paris;;paris-dante-1;STATION;48.8513879, 2.3472476;75005;Paris/Dante/1;operational;;1;station;ok;nonexistent
152 Rue de Grenelle;2;2;2;0;0;operational;Paris;;paris-grenelle-152;STATION;48.85806, 2.310588;75007;Paris/Grenelle/152;operational;;1;station;ok;nonexistent
9 Boulevard des Batignolles;0;0;0;0;0;nonexistent;Paris;;paris-batignolles-9;STATION;48.8830163, 2.325922;75008;Paris/Batignolles/9;operational;;2;station;ok;nonexistent
39 Avenue de la République;2;2;0;0;0;nonexistent;Arcueil;;arcueil-republique-39;SPACE;48.807283, 2.3339929;94110;Arcueil/République/39;operational;;3;full_station;ok;operational
44 Place de l'Église;3;3;0;0;0;nonexistent;Pantin;;pantin-eglise-44;STATION;48.8929204, 2.4138507;93500;Pantin/Église/44;operational;;3;station;ok;nonexistent
8 Place du 25 Août 1944;1;1;0;0;0;nonexistent;Paris;;paris-25aout1944-8;STATION;48.822183, 2.3248774;75014;Paris/25 Août 1944/8;operational;;3;station;ok;nonexistent
211 Rue de Versailles;0;0;0;0;0;nonexistent;Ville-d'Avray;;villedavray-versailles-211;STATION;48.81805, 2.164893;92410;Ville-d'Avray/Versailles/211;broken;;0;station;closed;nonexistent
46 Rue Pernety;0;0;0;0;0;nonexistent;Paris;;paris-pernety-46;STATION;48.8343392, 2.3178674;75014;Paris/Pernety/46;operational;;2;station;ok;nonexistent
3 Rue Salomon de Rothschild;3;3;0;0;0;nonexistent;Suresnes;;suresnes-salomonderothschild-3;STATION;48.87301, 2.232485;92150;Suresnes/Salomon de Rothschild/3;operational;;2;station;ok;nonexistent
24 Rue Barbès;3;3;0;0;0;nonexistent;Montrouge;;montrouge-barbes-24;STATION;48.81737, 2.327974;92120;Montrouge/Barbès/24;operational;;3;station;ok;nonexistent
18 Boulevard Garibaldi;3;3;0;1;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-garibaldi-18;STATION;48.8215502, 2.2613183;92130;Issy-les-Moulineaux/Garibaldi/18;operational;;0;station;ok;nonexistent
236 Rue des Pyrénées;4;4;0;0;1;operational;Paris;;paris-pyrenees-236;STATION;48.8674784, 2.3965939;75020;Paris/Pyrénées/236;operational;;2;station;ok;nonexistent
